Date,AAPL
2015-01-05,-0.02817166636053603
2015-01-06,9.405704139364701e-05
2015-01-07,0.014022311237636309
2015-01-08,0.038422231645724336
2015-01-09,0.0010724818812946069
2015-01-12,-0.0246406566120142
2015-01-13,0.008878502249213271
2015-01-14,-0.00381044459704849
2015-01-15,-0.0271401398425547
2015-01-16,-0.007770220851223253
2015-01-20,0.025757493772470275
2015-01-21,0.007633794552941442
2015-01-22,0.02601577936012167
2015-01-23,0.005160180540628945
2015-01-26,0.0010622108423929966
2015-01-27,-0.035013334523617545
2015-01-28,0.05653275364334487
2015-01-29,0.031133599504003184
2015-01-30,-0.01463418191711996
2015-02-02,0.012546852749089066
2015-02-03,0.00016869999250213041
2015-02-04,0.0076696706505519074
2015-02-05,0.007137352438848499
2015-02-06,-0.008420875506099934
2015-02-09,0.006642462620193523
2015-02-10,0.019211655798833993
2015-02-11,0.023438626836842502
2015-02-12,0.01265209325252048
2015-02-13,0.004902973493187579
2015-02-17,0.005901725834215998
2015-02-18,0.006962447885167977
2015-02-19,-0.0020978175880638217
2015-02-20,0.008174427374977755
2015-02-23,0.027027401831296816
2015-02-24,-0.006240999732772923
2015-02-25,-0.025572856971486813
2015-02-26,0.012656292133496061
2015-02-27,-0.015028500802885203
2015-03-02,0.004904260440201869
2015-03-03,0.0020915399158056847
2015-03-04,-0.006338738136020705
2015-03-05,-0.016570590520016748
2015-03-06,0.001502802414631521
2015-03-09,0.004265286024367487
2015-03-10,-0.020685643994238556
2015-03-11,-0.01823148384025075
2015-03-12,0.018078931463806347
2015-03-13,-0.006910212589311904
2015-03-16,0.011003906875455938
2015-03-17,0.01672693410287307
2015-03-18,0.011256256402140563
2015-03-19,-0.007550557663158042
2015-03-20,-0.012548988307196196
2015-03-23,0.01040532669477634
2015-03-24,-0.004087927722689622
2015-03-25,-0.026126646314471036
2015-03-26,0.006970139183755997
2015-03-27,-0.007968426131041206
2015-03-30,0.02531445932119447
2015-03-31,-0.01535172651347172
2015-04-01,-0.0014466485711313037
2015-04-02,0.00861173202833232
2015-04-06,0.016198436303888286
2015-04-07,-0.010522085225055933
2015-04-08,-0.003253830911685518
2015-04-09,0.007643293106812665
2015-04-10,0.004267040271159761
2015-04-13,-0.001967246205188955
2015-04-14,-0.004335623112590614
2015-04-15,0.0038006341860987725
2015-04-16,-0.004811675319403408
2015-04-17,-0.011254639445468673
2015-04-20,0.022845632887434242
2015-04-21,-0.005407260235917977
2015-04-22,0.013473889542070294
2015-04-23,0.00816355487140119
2015-04-24,0.004704173074843165
2015-04-27,0.018191510457785
2015-04-28,-0.015755655056676754
2015-04-29,-0.014705779285518639
2015-04-30,-0.027130170973160173
2015-05-01,0.03036365138431285
2015-05-04,-0.0019386916374765084
2015-05-05,-0.022532785655968612
2015-05-06,-0.006279984767225022
2015-05-07,0.006185454171071969
2015-05-08,0.01884056374768628
2015-05-11,-0.010186420388349049
2015-05-12,-0.0035622862436113234
2015-05-13,0.0011120394645458553
2015-05-14,0.023331551604107048
2015-05-15,-0.001395747059513508
2015-05-18,0.011027157824257783
2015-05-19,-0.0009213521144818548
2015-05-20,-7.719388760596413e-05
2015-05-21,0.010226000423911641
2015-05-22,0.008752401362101203
2015-05-26,-0.0220307998512137
2015-05-27,0.018669894442887358
2015-05-28,-0.0019690995204052486
2015-05-29,-0.011382434001147357
2015-06-01,0.0019954389779450743
2015-06-02,-0.0044430561728732165
2015-06-03,0.001231036752338266
2015-06-04,-0.00584052954972325
2015-06-05,-0.005488531293515897
2015-06-08,-0.006606897196343331
2015-06-09,-0.002973542647243921
2015-06-10,0.011457917280887076
2015-06-11,-0.002249976707289547
2015-06-12,-0.011042992322894074
2015-06-15,-0.0019656194724905207
2015-06-16,0.005357522086484545
2015-06-17,-0.0023510347262498676
2015-06-18,0.004555938186632025
2015-06-19,-0.010009146203805996
2015-06-22,0.007977926199305596
2015-06-23,-0.0045450705088223575
2015-06-24,0.008501661374790803
2015-06-25,-0.0047614603238672615
2015-06-26,-0.005882130164171828
2015-06-29,-0.017514902357884665
2015-06-30,0.007227118490139572
2015-07-01,0.00932797641994898
2015-07-02,-0.0012639104821223768
2015-07-06,-0.003479832496563806
2015-07-07,-0.002460238424138894
2015-07-08,-0.0248230323721651
2015-07-09,-0.02039645085899633
2015-07-10,0.026734385909464864
2015-07-13,0.019305641560428244
2015-07-14,-0.000398024017120302
2015-07-15,0.009633196149189338
2015-07-16,0.013325697710313555
2015-07-17,0.008637615635845641
2015-07-20,0.018901360320296767
2015-07-21,-0.009994472555969525
2015-07-22,-0.042294583685081544
2015-07-23,-0.00047933431834445983
2015-07-24,-0.005273164811337994
2015-07-27,-0.013895787171085305
2015-07-28,0.004968911699292589
2015-07-29,-0.003161171716686506
2015-07-30,-0.005041037627542377
2015-07-31,-0.008743783346809031
2015-08-03,-0.023577824604838704
2015-08-04,-0.03208411920477705
2015-08-05,0.0066297046425538575
2015-08-06,0.0021760613474104407
2015-08-07,0.0033878208404110044
2015-08-10,0.03635700338240011
2015-08-11,-0.052038065569108394
2015-08-12,0.015419815725657315
2015-08-13,-0.0007811321207221722
2015-08-14,0.007034506897234394
2015-08-17,0.010348501489872097
2015-08-18,-0.005633317283625261
2015-08-19,-0.012789596292049676
2015-08-20,-0.02052002935286945
2015-08-21,-0.06116300539352848
2015-08-24,-0.024962240123794333
2015-08-25,0.006012505795010448
2015-08-26,0.057354591719572134
2015-08-27,0.029446981243488324
2015-08-28,0.0032765646718728725
2015-08-31,-0.004678113129607864
2015-09-01,-0.04469704522348894
2015-09-02,0.04288942214233038
2015-09-03,-0.01753622700612012
2015-09-04,-0.009966545694089834
2015-09-08,0.02782098894071816
2015-09-09,-0.019232255724936143
2015-09-10,0.021969789970602838
2015-09-11,0.014568668893080838
2015-09-14,0.00963137481027676
2015-09-15,0.00841225505091514
2015-09-16,0.0011179106670315964
2015-09-17,-0.02138984078330808
2015-09-18,-0.004125651763377869
2015-09-21,0.015513429503643428
2015-09-22,-0.015710375778336783
2015-09-23,0.008112928944606024
2015-09-24,0.005947832545865728
2015-09-25,-0.00252167746177967
2015-09-28,-0.01978866528500567
2015-09-29,-0.03006072161716411
2015-09-30,0.011370063677829112
2015-10-01,-0.0065277019196492425
2015-10-02,0.007300546904677407
2015-10-05,0.003624009616713275
2015-10-06,0.004784106426126256
2015-10-07,-0.004761327727547893
2015-10-08,-0.011554894280768169
2015-10-09,0.023927090903868464
2015-10-12,-0.0046377063202378555
2015-10-13,0.0017024039828201776
2015-10-14,-0.014133392102075648
2015-10-15,0.014971019131627017
2015-10-16,-0.0073303809198491665
2015-10-19,0.006214076184314354
2015-10-20,0.018258112691234007
2015-10-21,-8.770689176462731e-05
2015-10-22,0.015295202802156904
2015-10-23,0.0309954814236304
2015-10-26,-0.03191114075965207
2015-10-27,-0.006332490305424154
2015-10-28,0.04120472757614113
2015-10-29,0.010564207224563749
2015-10-30,-0.008545361315657862
2015-11-02,0.014058449528149941
2015-11-03,0.01147061420305473
2015-11-04,-0.0046506014096294734
2015-11-05,-0.004609650155106171
2015-11-06,0.0011577668113549322
2015-11-09,-0.0040474977811422175
2015-11-10,-0.031517010687359015
2015-11-11,-0.005652259627872636
2015-11-12,-0.003358868068949361
2015-11-13,-0.02920819948035247
2015-11-16,0.016378805518319606
2015-11-17,-0.00429138222076586
2015-11-18,0.03166487323566347
2015-11-19,0.012703431379605279
2015-11-20,0.004377844534673381
2015-11-23,-0.012992295196042059
2015-11-24,0.009596582082862515
2015-11-25,-0.007149952589996511
2015-11-27,-0.0018642115861912112
2015-11-30,0.0041592990170264965
2015-12-01,-0.008115022353382129
2015-12-02,-0.009033354649817249
2015-12-03,-0.00928790254613665
2015-12-04,0.03324615373229012
2015-12-07,-0.006300603762944057
2015-12-08,-0.0004227986990018584
2015-12-09,-0.022075443083960367
2015-12-10,0.004756906886132395
2015-12-11,-0.025738281737378355
