Date,ALGN
2015-07-09,-0.008606963676774604
2015-07-10,0.011897071618855115
2015-07-13,0.010645090534816992
2015-07-14,0.011004510949938151
2015-07-15,0.004975893437605183
2015-07-16,0.011449876599289643
2015-07-17,-0.006730953387167449
2015-07-20,0.01709534275580582
2015-07-21,-0.013325215645341726
2015-07-22,0.0010742739547284774
2015-07-23,0.0055188251177480385
2015-07-24,-0.07912784116155702
2015-07-27,0.009602615922268187
2015-07-28,0.003607760287875239
2015-07-29,0.022875779309294186
2015-07-30,-0.0038338317830589608
2015-07-31,0.005452215350547185
2015-08-03,-0.0014354091147170678
2015-08-04,-0.018687142185543126
2015-08-05,0.01025392386388102
2015-08-06,-0.018205269432431836
2015-08-07,-0.0034459975255171083
2015-08-10,0.01597235679260156
2015-08-11,-0.008914088010691046
2015-08-12,-0.005233028402931383
2015-08-13,-0.010356749122989672
2015-08-14,0.006146161581322529
2015-08-17,0.005118067935494963
2015-08-18,-0.005913281932251935
2015-08-19,-0.013053551050097534
2015-08-20,-0.028628814625445975
2015-08-21,-0.027059629135424035
2015-08-24,-0.03365813109299898
2015-08-25,-0.005866172306136619
2015-08-26,0.03171678471735051
2015-08-27,0.015549578552660925
2015-08-28,0.007919760037951029
2015-08-31,-0.011699004335379737
2015-09-01,-0.04699646500217358
2015-09-02,0.02150537406275954
2015-09-03,0.0005445117028131108
2015-09-04,-0.01541814388445506
2015-09-08,0.020633801985441735
2015-09-09,-0.007761738146792596
2015-09-10,0.00400213573077024
2015-09-11,0.00652293204039589
2015-09-14,0.0010801327473464184
2015-09-15,0.01636396039245347
2015-09-16,0.0014153930592624153
2015-09-17,0.03268555368714754
2015-09-18,-0.01762194320871968
2015-09-21,-0.007140366779632701
2015-09-22,-0.0024556988909006927
2015-09-23,0.005978550360008272
2015-09-24,-0.0043698654780760515
2015-09-25,-0.005442372956046215
2015-09-28,-0.023300964859130913
2015-09-29,0.010482522992288912
2015-09-30,0.015202977578981924
2015-10-01,-0.023255809264593363
2015-10-02,0.026515174190407276
2015-10-05,0.027411726892878407
2015-10-06,-0.04651960259819565
2015-10-07,0.014349762099740815
2015-10-08,-0.005658703786763364
2015-10-09,0.002845453471717052
2015-10-12,0.015428248648721832
2015-10-13,-0.018337395526357936
2015-10-14,0.005159240708962232
2015-10-15,0.07345135444033457
2015-10-16,0.0
2015-10-19,0.007419570270747355
2015-10-20,0.01440263649904927
2015-10-21,-0.006292342570649256
2015-10-22,-0.013151507895506676
2015-10-23,0.11829553448190167
2015-10-26,0.0044136445045686035
2015-10-27,-0.017284317609463695
2015-10-28,-0.011775127876801572
2015-10-29,-0.009049865398154222
2015-10-30,-0.0036529356912847755
2015-11-02,0.013901675448162898
2015-11-03,0.008437509950571576
2015-11-04,-0.005976416017556385
2015-11-05,-0.0021043047079087884
2015-11-06,0.011748739064132208
2015-11-09,-0.0013398293932399552
2015-11-10,-0.014609471231109894
2015-11-11,-0.0077156149471038216
2015-11-12,-0.024241445748825252
2015-11-13,-0.005156278610229492
2015-11-16,0.023244909682681003
2015-11-17,0.0019953530371956685
2015-11-18,0.01608460587304439
2015-11-19,0.015980665299747843
2015-11-20,-0.0029677541186163836
2015-11-23,0.0002976133701415584
2015-11-24,0.0005951631613188013
2015-11-25,0.007583674888185454
2015-11-27,-0.0016233855797467278
2015-11-30,-0.013451642891113003
2015-12-01,0.005244208650343696
2015-12-02,0.012520554674866569
2015-12-03,-0.03106139556708931
2015-12-04,-0.003950199596414072
2015-12-07,0.013880471262923244
2015-12-08,0.0016548910535796324
2015-12-09,-0.02613405595240581
2015-12-10,0.0029303277627610314
2015-12-11,0.0009226135586650752
2015-12-14,-0.0007680968685840339
2015-12-15,0.012300052446221565
2015-12-16,-0.001214978829124247
2015-12-17,-0.015054827570004314
2015-12-18,-0.009417832523885616
2015-12-21,0.0007792303539535528
2015-12-22,0.01884440276787447
2015-12-23,-0.004585683747476588
2015-12-24,0.004146139921355818
2015-12-28,0.014528168788950468
2015-12-29,0.00045231248640065225
2015-12-30,-0.004068167263633904
2015-12-31,-0.003782148347520442
2016-01-04,-0.023993953950896874
2016-01-05,0.010580369389970201
2016-01-06,-0.001231627489126752
2016-01-07,-0.021119202845327756
2016-01-08,0.01622045321727361
2016-01-11,-0.054703220921637485
2016-01-12,0.012622958323994515
2016-01-13,-0.04711024487367255
2016-01-14,0.019198115127380788
2016-01-15,-0.0021670455822290213
2016-01-19,-0.0015035107195159325
2016-01-20,0.009369271691519243
2016-01-21,0.006630162424025476
2016-01-22,0.0036226119275717394
2016-01-25,-0.009187881317165192
2016-01-26,0.030137435224683706
2016-01-27,-0.012698937906342578
2016-01-28,-0.03109736086540338
2016-01-29,0.11140986817531506
2016-02-01,0.02131847104809692
2016-02-02,-0.000148070107751197
2016-02-03,-0.005478275711674807
2016-02-04,0.003126382167593089
2016-02-05,-0.02241013013338078
2016-02-08,-0.10960985152042924
2016-02-09,0.00017047436100736668
2016-02-10,0.02505968674611192
2016-02-11,-0.022285051202143524
2016-02-12,-0.00017013328924486704
2016-02-16,0.052568904674360706
2016-02-17,0.01988038731971664
2016-02-18,-0.0034864882935945474
2016-02-19,0.006520353696686021
2016-02-22,0.016432310009213413
2016-02-23,-0.02160738636377113
2016-02-24,0.006037513130068284
2016-02-25,0.018003780719247464
2016-02-26,0.01458272501950253
2016-02-29,0.009632985301516905
2016-03-01,0.027714703390672613
2016-03-02,0.009578566460840099
2016-03-03,0.013574664664679048
2016-03-04,0.013680831146914096
2016-03-07,0.016479665750358974
2016-03-08,-0.013277491783606266
2016-03-09,0.0012748437568046445
2016-03-10,-0.0038195538709273613
2016-03-11,0.02669703112320687
2016-03-14,-0.0012448680980099436
2016-03-15,-0.016202716850565624
2016-03-16,0.022522500753112684
2016-03-17,-0.05740636294029977
2016-03-18,0.006280127026575322
2016-03-21,-0.001451356631444134
2016-03-22,0.014825531945094061
2016-03-23,-0.0005729148625348568
2016-03-24,0.006448904922741638
2016-03-28,0.0017086019002112707
2016-03-29,0.030135078785565206
2016-03-30,-0.0063474413788369155
2016-03-31,0.009443136856034817
2016-04-01,0.0045397467406353975
2016-04-04,0.0043823570191112715
2016-04-05,-0.015816690627724173
2016-04-06,0.018980364931971305
2016-04-07,-0.014412034588800027
2016-04-08,0.007863149560238814
2016-04-11,0.003558748219529395
2016-04-12,-0.003136979785746341
2016-04-13,0.0
2016-04-14,0.0005472830418875585
2016-04-15,0.004649309176191219
2016-04-18,0.0021777055948892787
2016-04-19,-0.00991437939385742
2016-04-20,0.008916344475633053
2016-04-21,-0.0033990481254511096
2016-04-22,0.00777625745010857
2016-04-25,0.005550237139172465
2016-04-26,0.005654256540757796
2016-04-27,0.0010709750244048966
2016-04-28,-0.014442388990165256
2016-04-29,-0.020488393071391497
2016-05-02,0.04031023596483152
2016-05-03,-0.002663075263724557
2016-05-04,-0.0013350930852323861
2016-05-05,0.010160353954933088
2016-05-06,-0.01138169187584559
2016-05-09,0.011780521000854138
2016-05-10,0.01296633638260114
2016-05-11,-0.0030041240187219653
2016-05-12,-0.007991623158895123
2016-05-13,0.0047543661456403985
2016-05-16,0.011829672768377097
2016-05-17,-0.013250249778913092
2016-05-18,0.0009215336449170941
2016-05-19,-0.0007891300744053975
2016-05-20,0.019218100052824205
2016-05-23,-0.000645783954032475
2016-05-24,0.018092550731087842
2016-05-25,0.002792602489363638
2016-05-26,-0.003291166281398361
2016-05-27,0.005588042333548371
2016-05-31,-0.004420288870574995
2016-06-01,0.00494734721032053
2016-06-02,0.005175410583150741
2016-06-03,-0.015446386662863576
2016-06-06,0.0038264721495477882
2016-06-07,0.0017788995562542098
2016-06-08,0.006722557500128623
2016-06-09,0.004031746047003848
2016-06-10,-0.01079182562434855
2016-06-13,-0.007357628029715402
2016-06-14,0.009073470728085065
2016-06-15,0.0036727573314316864
2016-06-16,0.001261810399004304
2016-06-17,-0.0022684348914573382
2016-06-20,0.006315523702969061
2016-06-21,-0.004142109183370324
2016-06-22,0.013612325194158226
2016-06-23,0.017408624194914735
2016-06-24,-0.03446589715646997
2016-06-27,-0.022658239437055028
2016-06-28,0.018261930822803585
2016-06-29,0.015644819188110892
2016-06-30,0.008766494564975913
2016-07-01,0.024705124622910857
2016-07-05,-0.02023259208167949
2016-07-06,0.00469886534576669
2016-07-07,0.007876915564903886
2016-07-08,0.012699974640112188
2016-07-11,0.005305708908562412
2016-07-12,0.011994721927018226
2016-07-13,-0.015526907020769865
2016-07-14,0.0022875324703954814
2016-07-15,-0.009969991964620895
2016-07-18,0.005459895506358725
2016-07-19,0.0013273875552768377
2016-07-20,0.005181975027479302
2016-07-21,-0.00827241830849712
2016-07-22,0.022606323616923163
2016-07-25,-0.004965104470127324
2016-07-26,0.017108262715129108
2016-07-27,-0.005373193332474213
2016-07-28,0.0015266852740860593
2016-07-29,0.045379957809304594
2016-08-01,0.006057217120412295
2016-08-02,0.007693107294344026
2016-08-03,0.017371096952150555
2016-08-04,-0.0025013130524466076
2016-08-05,0.0011993088627078041
2016-08-08,-0.00032667732438973474
2016-08-09,0.014814820971027487
2016-08-10,0.0022541764299872646
2016-08-11,0.013494639282122689
2016-08-12,0.010778868245439943
2016-08-15,0.0036591580610314534
2016-08-16,-0.013437509536743164
2016-08-17,-0.017738362595457025
2016-08-18,0.018058694262282016
2016-08-19,0.0011614466414835434
2016-08-22,-0.004429425968119238
2016-08-23,-0.008368653630908773
2016-08-24,-0.012819110569576186
2016-08-25,-0.004220398264120906
2016-08-26,0.007063698648025252
2016-08-29,0.008416950412309943
2016-08-30,-0.002782177799106167
2016-08-31,-0.003111931622812092
2016-09-01,0.009257272295221552
2016-09-02,0.02154433230634334
2016-09-06,-0.00542907339417098
2016-09-07,0.010812500065073394
2016-09-08,-0.009242905609993857
2016-09-09,-0.03784067665210977
2016-09-12,0.014489615620318697
2016-09-13,-0.012242261125687937
2016-09-14,0.0040225603792567455
2016-09-15,0.006280474722663021
2016-09-16,0.009792274074319263
2016-09-19,0.003090376458276145
2016-09-20,-0.0045681538056154825
2016-09-21,0.0175026621458092
2016-09-22,0.0034613157513152526
2016-09-23,-0.016097009982249944
2016-09-26,-0.011048559926411516
2016-09-27,0.014502160883275605
2016-09-28,0.001694155321672275
2016-09-29,-0.02315005124033709
2016-09-30,0.014500554970111601
2016-10-03,-0.03776000976562499
2016-10-04,-0.008313934238018295
2016-10-05,0.00022361136447202057
2016-10-06,-0.0004470374835344737
2016-10-07,0.0026833391907246096
2016-10-10,0.015611078513768861
2016-10-11,-0.0161396705220741
2016-10-12,0.007253671704626985
2016-10-13,0.007644524658555918
2016-10-14,-0.0007696503262561993
2016-10-17,-0.011993798094548591
2016-10-18,0.006905031075401302
2016-10-19,0.006636416876648621
2016-10-20,0.00571362082035809
2016-10-21,-0.022178507662736213
2016-10-24,-0.002681540377313163
2016-10-25,-0.01971770215223967
2016-10-26,-0.03405718122209822
2016-10-27,-0.004495944965813514
2016-10-28,0.012241487838940968
2016-10-31,0.008805917765928317
2016-11-01,-0.01582868528089798
2016-11-02,0.007686867841126599
2016-11-03,0.010210101583495668
2016-11-04,-0.004065967317333663
2016-11-07,0.02484541199129331
2016-11-08,0.010585025025212857
2016-11-09,0.023538645301727223
2016-11-10,-0.003080972576573693
2016-11-11,0.010375303060018881
2016-11-14,-0.014419922237517868
2016-11-15,0.04134333492652553
2016-11-16,0.0009579986185070943
2016-11-17,0.03402804037737761
2016-11-18,-0.024681217385887244
2016-11-21,0.014129101845502756
2016-11-22,-0.017883148422183637
2016-11-23,0.011539317995444831
2016-11-25,0.006698057239221233
2016-11-28,-0.008836740637712337
2016-11-29,0.0017831529774485766
2016-11-30,-0.02575645512983915
2016-12-01,-0.005480947012401316
2016-12-02,-0.0008645108089820885
2016-12-05,0.016764039228917893
2016-12-06,0.023720834771469912
2016-12-07,0.019742327182596275
2016-12-08,0.011819886583693373
2016-12-09,-0.006847938411656873
2016-12-12,-0.0009126339969431907
2016-12-13,0.006292527699820694
2016-12-14,-0.005547181475476393
2016-12-15,0.016937101367031193
2016-12-16,0.008676600934564682
2016-12-19,-0.008799677625265345
2016-12-20,-0.008578559704255029
2016-12-21,-0.006841737693446537
2016-12-22,-0.005065342970696607
2016-12-23,0.002952865474297628
2016-12-27,0.001624402661008828
2016-12-28,-0.01885263066400944
2016-12-29,0.0016528515255240794
2016-12-30,-0.008560249988570856
2017-01-03,0.00863416056141797
2017-01-04,0.008353935295400294
2017-01-05,-0.03017282448123515
2017-01-06,-0.0078042382002868615
2017-01-09,0.007546758829231726
2017-01-10,0.014136473519868131
2017-01-11,-0.0013523068462726329
2017-01-12,-0.004687468210856083
2017-01-13,0.004814223650243976
2017-01-17,-0.006978499983670061
2017-01-18,-0.009649656013041796
2017-01-19,-0.04098702808977961
2017-01-20,0.0127000978213887
2017-01-23,0.00370778602617694
2017-01-24,-0.004237281462071807
2017-01-25,0.019203514532768473
2017-01-26,-0.012632483234281566
2017-01-27,-0.014095229366161366
2017-01-30,-0.0104475634559974
2017-01-31,0.01900421227691451
2017-02-01,0.06063908180334954
2017-02-02,-0.021799514103671314
2017-02-03,0.0072532582921047695
2017-02-06,-0.020559394979934864
2017-02-07,-0.002131027719700307
2017-02-08,0.005552553492726986
2017-02-09,0.01922061402975772
2017-02-10,0.010314626267389215
2017-02-13,0.00659997299775017
2017-02-14,0.007990971974383587
2017-02-15,0.015956903186945315
2017-02-16,0.004601831619505337
2017-02-17,0.01344352219415379
2017-02-21,0.0008843860691165606
2017-02-22,-0.007559437147526271
2017-02-23,0.0006925247477975738
2017-02-24,0.017101578340363854
2017-02-27,-0.006123017369570993
2017-02-28,0.004889497257528852
2017-03-01,0.010412608724994943
2017-03-02,0.002793035831774482
2017-03-03,-0.0007683617839446821
2017-03-06,-0.012495223378682141
2017-03-07,0.003990691752330244
2017-03-08,0.005525930066818452
2017-03-09,0.015811794931998913
2017-03-10,-0.00037965940865236636
2017-03-13,0.025351292980268836
2017-03-14,-0.004722608731591027
2017-03-15,0.02633042531885632
2017-03-16,0.0014504910311903263
2017-03-17,0.01249205429681255
2017-03-20,0.012337996438433585
2017-03-21,-0.019164583008086322
2017-03-22,0.008373854903833688
2017-03-23,0.0050004928892801725
2017-03-24,0.011728117805711591
2017-03-27,0.0013172380158643637
2017-03-28,-0.0010524041459424316
2017-03-29,0.002897294351481783
2017-03-30,-0.002363689613290587
2017-03-31,0.006581256634128785
2017-04-03,0.014384112449201902
2017-04-04,-0.006445513888500898
2017-04-05,-0.007006293178076661
2017-04-06,0.0033972071365939716
2017-04-07,-0.003906628770718346
2017-04-10,-8.710569131964441e-05
2017-04-11,0.0019174896267035724
2017-04-12,-0.007307493346596972
2017-04-13,-0.003330095972179814
2017-04-17,0.012749467206920606
2017-04-18,0.009897546332939378
2017-04-19,0.010574306741408357
2017-04-20,0.01122926125525514
2017-04-21,-0.0036173996402817377
2017-04-24,0.016041825880781513
2017-04-25,-0.012963250839842066
2017-04-26,0.00808216109057569
2017-04-27,0.002922987141851241
2017-04-28,0.12099258241639554
2017-05-01,-0.006982636127627062
2017-05-02,0.00329146069354902
2017-05-03,-0.01603037559467413
2017-05-04,0.07516858435391982
2017-05-05,-0.027204176664709756
2017-05-08,-0.007462137132550395
2017-05-09,0.00854013262003872
2017-05-10,-0.00839548149006264
2017-05-11,0.0032845210209011544
2017-05-12,0.008802498152039373
2017-05-15,-0.0015143250728415492
2017-05-16,0.0010833012365392136
2017-05-17,-0.01825264243673863
2017-05-18,0.011831280046207038
2017-05-19,0.005374320729567117
2017-05-22,-0.0023837794533334566
2017-05-23,0.0008689001584660794
2017-05-24,0.003110929474632762
2017-05-25,0.019762031112743772
2017-05-26,0.005021619046128745
2017-05-30,0.008655845705193288
2017-05-31,0.013046780808610325
2017-06-01,0.004889853504062236
2017-06-02,0.025974869378452503
2017-06-05,-0.005811590747649031
2017-06-06,-0.0014110509392156745
2017-06-07,0.003431636269553451
2017-06-08,0.018037969243815732
2017-06-09,-0.019562647065090366
2017-06-12,-0.03654687415748625
2017-06-13,0.006763832340375364
2017-06-14,-0.0005541060281831767
2017-06-15,-0.0019403934398840583
2017-06-16,0.008609847226702882
2017-06-19,0.03056589983002711
2017-06-20,-0.018102815700223984
2017-06-21,0.016531686407034396
2017-06-22,0.0018070156322425035
2017-06-23,0.025452585319351018
2017-06-26,-0.011921836032929511
2017-06-27,-0.01536231198776239
2017-06-28,0.01941883772858799
2017-06-29,-0.023778312173925342
2017-06-30,0.010092854590778577
2017-07-03,-0.007260833821901902
2017-07-05,0.019526294611455386
2017-07-06,-0.014479379445124008
2017-07-07,0.014758857846970175
2017-07-10,-0.0024349794315134954
2017-07-11,6.593552391609414e-05
2017-07-12,0.006068989980675621
2017-07-13,-0.0020981711163549077
2017-07-14,0.013864252424622414
2017-07-17,0.01237850696262588
2017-07-18,-0.0012163269524357867
2017-07-19,0.020894721302166852
2017-07-20,0.005587640610681177
2017-07-21,-0.008116395496156392
2017-07-24,0.014603181189169367
2017-07-25,-0.016316178689608996
2017-07-26,0.0008199097175469738
2017-07-27,-0.009011329715609029
2017-07-28,0.10047058122637154
2017-07-31,-0.03368774941234354
2017-08-01,0.01315551638132284
2017-08-02,-0.008499009885296505
2017-08-03,0.01470326293193458
2017-08-04,-0.006805136785290378
2017-08-07,0.02782038612036053
2017-08-08,-0.0022412470660305717
2017-08-09,0.012383419051603228
2017-08-10,-0.025829256611295315
2017-08-11,0.013607439637866925
2017-08-14,0.003457052961256535
2017-08-15,0.021876420983462985
2017-08-16,0.0027533038703326795
2017-08-17,-0.05099185117764826
2017-08-18,-0.004428436450738649
2017-08-21,-0.003736462134701024
2017-08-22,0.027205664010321984
2017-08-23,0.0017386441405500275
2017-08-24,0.014231943119544344
2017-08-25,-0.015743508900075476
2017-08-28,0.014836264927945875
2017-08-29,-0.006395951763370045
2017-08-30,0.0051152328383794465
2017-08-31,0.010635867786016773
2017-09-01,-0.0020368937374820595
2017-09-05,0.01672523453098984
2017-09-06,-0.015056024762581721
2017-09-07,0.019022818985827472
2017-09-08,0.008055985910269126
2017-09-11,0.014770682538139512
2017-09-12,0.00836415699414772
2017-09-13,-0.011257116754636587
2017-09-14,0.007027255186924153
2017-09-15,-0.0019474229642050256
2017-09-18,0.02081298828125
2017-09-19,-0.0061590935789775925
2017-09-20,0.008547954728724827
2017-09-21,-0.013030996244226656
2017-09-22,0.009016705719949059
2017-09-25,-0.016542556438040257
2017-09-26,-0.0037319619432314433
2017-09-27,0.003148761349967222
2017-09-28,-0.009416633318860113
2017-09-29,0.017646476752645412
2017-10-02,0.005100106976175356
2017-10-03,-0.0041128312543552425
2017-10-04,-0.002520789640096388
2017-10-05,0.0033874873496364533
2017-10-06,0.002304231683054825
2017-10-09,0.005827692663633588
2017-10-10,0.002870319843286895
2017-10-11,0.020088029796492046
2017-10-12,-0.0004156802881838395
2017-10-13,0.0022351214516456164
2017-10-16,0.002904401046027516
2017-10-17,0.004654337167087519
2017-10-18,-0.0002059429867812268
2017-10-19,0.013489216051118413
2017-10-20,0.020472434108930848
2017-10-23,0.009358769306682113
2017-10-24,0.004734694909625414
2017-10-25,-0.00967014141418987
2017-10-26,0.006096633098086945
2017-10-27,0.1623805665958804
2017-10-30,-0.0015681745925191226
2017-10-31,0.014475477765839129
2017-11-01,-0.016863331037512808
2017-11-02,-0.006299194495691385
2017-11-03,0.033751680479769286
2017-11-06,0.013051559216175512
2017-11-07,0.008016387377779877
2017-11-08,0.025480802597671603
2017-11-09,-0.012305137860083137
2017-11-10,-0.0006810005432845712
2017-11-13,0.01711692815982957
2017-11-14,0.0011429809238372446
2017-11-15,-0.01901425773489096
2017-11-16,0.02299448481640587
2017-11-17,-0.0040404785293237655
2017-11-20,0.006380696841474576
2017-11-21,0.003600634764683086
2017-11-22,-0.007994337056978607
2017-11-24,0.0014937873131910528
2017-11-27,0.030067589441296283
2017-11-28,0.006897330485398312
2017-11-29,-0.022177707396923374
2017-11-30,0.009714788145142483
2017-12-01,-0.026103945994837008
2017-12-04,-0.11126856164641896
2017-12-05,0.006908757916341379
2017-12-06,0.024850430512477484
2017-12-07,0.035921250475507094
2017-12-08,-0.01222144397777869
2017-12-11,-0.02000582628108427
2017-12-12,0.0030385664810004265
2017-12-13,0.005376156470007887
2017-12-14,-0.007766421054758332
2017-12-15,-0.0010692899774883413
2017-12-18,0.008220929753187889
2017-12-19,-0.0017836589237184564
2017-12-20,-0.00595621840925975
2017-12-21,-0.06372779704092468
2017-12-22,0.0199305207525744
2017-12-26,0.0018823869583033392
2017-12-27,0.013017821193116674
2017-12-28,0.0001324741872428259
2017-12-29,-0.01894204065286975
2018-01-02,0.010936552721007686
2018-01-03,0.029293927406693232
2018-01-04,0.009083071501881257
2018-01-05,0.03330477570005508
2018-01-08,0.03248013578783748
2018-01-09,0.010204936147882204
2018-01-10,-0.012448317103170181
2018-01-11,0.018525255320942735
2018-01-12,0.02182590223298031
2018-01-16,0.021088930702670705
2018-01-17,0.03171894407423759
2018-01-18,-0.005693251764807172
2018-01-19,-0.004580793114278725
2018-01-22,-0.008758203170788459
2018-01-23,0.018944206076254133
2018-01-24,0.00044089916068812407
2018-01-25,0.004701038581737427
2018-01-26,0.03805382276288283
2018-01-29,-0.02535483387710158
2018-01-30,-0.024171704689686435
2018-01-31,-0.029917013381158708
2018-02-01,-0.02454195677779103
2018-02-02,0.007082198641163551
2018-02-05,-0.05820192206907704
2018-02-06,-0.003919129423113232
2018-02-07,-0.029488487087095505
2018-02-08,-0.05812313835514382
2018-02-09,0.03923695410216399
2018-02-12,0.01639277083170354
2018-02-13,0.0025736320171578786
2018-02-14,0.05395114380206101
2018-02-15,0.026102167858079506
2018-02-16,-0.005024347236596949
2018-02-20,0.015705753273328682
2018-02-21,-0.012957516532147051
2018-02-22,0.029903995020166496
2018-02-23,0.020756372460188466
2018-02-26,0.005696529997073485
2018-02-27,-0.01016577234444227
2018-02-28,-0.0051161789081629605
2018-03-01,-0.06464264312090262
2018-03-02,0.03323153557603242
2018-03-05,0.007015879280253712
2018-03-06,0.0018787260449291132
2018-03-07,0.02707345643134973
2018-03-08,0.02008367783141085
2018-03-09,0.013274657527855283
2018-03-12,0.01424153697013697
2018-03-13,-0.021407039694002594
2018-03-14,0.01027036305294371
2018-03-15,0.001431239412563512
2018-03-16,-0.009015250848748102
2018-03-19,-0.018564361324237888
2018-03-20,0.01887779860400407
2018-03-21,-0.000961461737851943
2018-03-22,-0.03705489458365552
2018-03-23,-0.03540539938103737
2018-03-26,0.04224450391391099
2018-03-27,-0.050550575547871235
2018-03-28,-0.01562627803111105
2018-03-29,0.027452772948755033
2018-04-02,-0.03360810049497953
2018-04-03,0.0038320188982889913
2018-04-04,0.021796230461458954
2018-04-05,0.02579043753918442
2018-04-06,-0.03963191750179185
2018-04-09,0.015617999012282224
2018-04-10,0.03697900724869063
2018-04-11,-0.00483989643850502
2018-04-12,0.026223722045193076
2018-04-13,-0.007734336022866439
2018-04-16,0.014442911362014144
2018-04-17,0.026930297161899652
2018-04-18,0.016137883715320767
2018-04-19,-0.08760148017695679
2018-04-20,-0.02258877871133913
2018-04-23,0.0005261246617151993
2018-04-24,-0.030501591339871736
2018-04-25,0.024910294289739232
2018-04-26,0.05805483647011411
2018-04-27,-0.007657165107497921
2018-04-30,-0.031213602107334038
2018-05-01,0.005963538915255029
2018-05-02,-0.007440101632983032
2018-05-03,0.022728176298556724
2018-05-04,0.015011373521270244
2018-05-07,0.023400384330342527
2018-05-08,0.0016224302070020347
2018-05-09,0.009568329038960766
