Date,AMAT
2015-01-05,-0.032051339075855445
2015-01-06,-0.03766549474074965
2015-01-07,0.009462096746708948
2015-01-08,0.031956112506084544
2015-01-09,0.0008256258591843313
2015-01-12,-0.02392699032292911
2015-01-13,-0.013947740778998186
2015-01-14,-0.013288189958236551
2015-01-15,0.013467143924905667
2015-01-16,0.006000320417688831
2015-01-20,0.006817468479538347
2015-01-21,0.029199993256607826
2015-01-22,0.012335796536335097
2015-01-23,-0.020714854434473295
2015-01-26,0.005391865504385196
2015-01-27,-0.027640319413296033
2015-01-28,-0.008061227015486838
2015-01-29,0.010265334292344885
2015-01-30,-0.03302278784610113
2015-02-02,0.0008757011423001781
2015-02-03,0.02580924818061514
2015-02-04,0.007249370241536157
2015-02-05,0.014394758866361324
2015-02-06,0.011686008125802338
2015-02-09,-0.0301156027265026
2015-02-10,0.03275183345841115
2015-02-11,-0.0008233169677083207
2015-02-12,-0.004946753908661505
2015-02-13,0.0033278773482776636
2015-02-17,0.00041478466923505763
2015-02-18,-0.001243299041314816
2015-02-19,0.03443977083449701
2015-02-20,0.00802233132656216
2015-02-23,-0.008754368795103273
2015-02-24,0.018064999325975162
2015-02-25,-0.010252642873482265
2015-02-26,-0.007569409501245183
2015-02-27,0.005620123381807174
2015-03-02,0.02315371399948707
2015-03-03,-0.044478892011950766
2015-03-04,-0.00898332237755839
2015-03-05,-0.0037083815299965295
2015-03-06,-0.011166285470784132
2015-03-09,0.007528162268340521
2015-03-10,-0.02407631247786257
2015-03-11,-0.0021265354033750405
2015-03-12,0.01321387331950441
2015-03-13,0.01977271645298595
2015-03-16,0.013614050212804818
2015-03-17,-0.01465196649643008
2015-03-18,0.0066089267207591895
2015-03-19,-0.011900194465529368
2015-03-20,0.0016610844051623275
2015-03-23,-0.0062187142034764165
2015-03-24,-0.0029204859445509657
2015-03-25,-0.05313778824632387
2015-03-26,-0.010163579827070612
2015-03-27,0.01919636251126633
2015-03-30,-0.0026281915178485438
2015-03-31,-0.009222433855018863
2015-04-01,-0.007535566200458366
2015-04-02,-0.00535929195999707
2015-04-06,-0.004939219564371378
2015-04-07,-0.007671976253891266
2015-04-08,0.017735417224894245
2015-04-09,0.00580852621711947
2015-04-10,-0.0004441627176440255
2015-04-13,-0.007555373991831593
2015-04-14,-0.005821920434757266
2015-04-15,0.01576570242478348
2015-04-16,-0.029711785214314834
2015-04-17,-0.017824285832189535
2015-04-20,0.012564017749898015
2015-04-21,0.024356772258441017
2015-04-22,0.0008971900009171474
2015-04-23,-0.0062755749306601105
2015-04-24,-0.016688987227997498
2015-04-27,-0.08394482138648596
2015-04-28,0.003505025827962971
2015-04-29,-0.0014971544869796238
2015-04-30,-0.010994367177108888
2015-05-01,0.009600848121472882
2015-05-04,-0.0050048141783574085
2015-05-05,-0.026157313329550846
2015-05-06,0.004649110253976074
2015-05-07,0.005655120989696227
2015-05-08,0.006646286406311708
2015-05-11,0.011680712154280126
2015-05-12,-0.0015054124327281704
2015-05-13,0.0020111147550667674
2015-05-14,-0.0035123870080294717
2015-05-15,0.017119861956526927
2015-05-18,-0.0004949554679594126
2015-05-19,-0.004977882401246081
2015-05-20,-0.004002142216546711
2015-05-21,0.012054779500948465
2015-05-22,-0.0004966163926872769
2015-05-26,-0.007447913180154364
2015-05-27,0.017509156378678448
2015-05-28,0.000983212424682911
2015-05-29,-0.011296737237415089
2015-06-01,0.008941333855411182
2015-06-02,0.003446913088275494
2015-06-03,-0.000981071324806182
2015-06-04,-0.014734759496304872
2015-06-05,0.004486589642379357
2015-06-08,-0.013895945430647427
2015-06-09,0.0020127213979967973
