Date,AMD
2015-01-05,-0.003745314673225475
2015-01-06,-0.011278184369081234
2015-01-07,-0.01901147853960916
2015-01-08,0.011627896231359847
2015-01-09,0.007662919597304585
2015-01-12,0.0
2015-01-13,0.011406832731696515
2015-01-14,-0.011278184369081234
2015-01-15,-0.04182514400300241
2015-01-16,-0.051587252780272874
2015-01-20,-0.06276154342405171
2015-01-21,0.0937500166307601
2015-01-22,0.008163257362146625
2015-01-23,-0.008097158176053498
2015-01-26,0.065306058897173
2015-01-27,0.03448281846945678
2015-01-28,-0.025925900743168362
2015-01-29,-0.007604645807912647
2015-01-30,-0.015325656498372697
2015-02-02,0.038910562509224755
2015-02-03,0.033707832059029164
2015-02-04,0.03260866466677248
2015-02-05,0.16140352755775877
2015-02-06,-0.08459213783388864
2015-02-09,0.003300326916725993
2015-02-10,0.0
2015-02-11,0.009868411765204144
2015-02-12,0.016286629773138106
2015-02-13,0.009615452214343234
2015-02-17,-0.012698475892249372
2015-02-18,-0.0096462933767546
2015-02-19,-0.0064935004616650804
2015-02-20,0.0
2015-02-23,0.0
2015-02-24,0.01633985400367921
2015-02-25,-0.0032154311255848667
2015-02-26,-0.0064516069489635175
2015-02-27,0.00974025069249751
2015-03-02,0.03215438791777392
2015-03-03,-0.021806832526770514
2015-03-04,-0.028662468019451603
2015-03-05,-0.02295079814333678
2015-03-06,-0.020134208857554126
2015-03-09,0.0034246541787590346
2015-03-10,-0.003412965950654212
2015-03-11,-0.027397315080268658
2015-03-12,-0.028168988071767043
2015-03-13,-0.003623184962974757
2015-03-16,0.0036363601684570312
2015-03-17,0.003623184962974646
2015-03-18,-0.0072202097704795465
2015-03-19,-0.0036363601684570312
2015-03-20,0.02189778925938235
2015-03-23,0.014285700905079413
2015-03-24,-0.017605617544854346
2015-03-25,-0.05734761634399543
2015-03-26,0.007604555154464343
2015-03-27,0.02641506819760786
2015-03-30,-0.007352934086817808
2015-03-31,-0.00740740021233377
2015-04-01,0.0037313396321503323
2015-04-02,0.0
2015-04-06,0.0037174684946250647
2015-04-07,0.0
2015-04-08,0.0037037001061668295
2015-04-09,0.0036900333293332643
2015-04-10,0.014705868173635617
2015-04-13,0.007246369925949514
2015-04-14,-0.039568307995641594
2015-04-15,0.011235944019676314
2015-04-16,0.06296290180483743
2015-04-17,-0.10104528690478842
2015-04-20,-0.03488368869407976
2015-04-21,-0.056224941513241755
2015-04-22,-0.029787206844054115
2015-04-23,0.02192980392267585
2015-04-24,-0.012875524623216728
2015-04-27,0.01739128812274293
2015-04-28,-0.012820501064172207
2015-04-29,-0.012987000923330161
2015-04-30,-0.008771921569070362
2015-05-01,0.022123872799678646
2015-05-04,0.0
2015-05-05,-0.012987000923330161
2015-05-06,0.004385960784535126
2015-05-07,0.013100424405900535
2015-05-08,-0.004310340840949611
2015-05-11,0.00432900030777672
2015-05-12,0.012931022522848945
2015-05-13,0.008510630526872509
2015-05-14,-0.016877621850007518
2015-05-15,-0.0042918415410722055
2015-05-18,0.012931022522848945
2015-05-19,-0.029787206844054115
2015-05-20,0.017543843138140724
2015-05-21,-0.017241363363798556
2015-05-22,0.0
2015-05-26,-0.026315764707210976
2015-05-27,0.02702700090373522
2015-05-28,-0.004385960784535126
2015-05-29,0.0044052821794189345
2015-06-01,-0.013157882353605488
2015-06-02,0.02222220102945971
2015-06-03,-0.008695644061371466
2015-06-04,0.02192980392267585
2015-06-05,0.0
2015-06-08,-0.008583683082144522
2015-06-09,-0.00865800061555344
2015-06-10,0.013100424405900535
2015-06-11,0.0
2015-06-12,-0.004310340840949611
2015-06-15,0.00432900030777672
2015-06-16,0.012931022522848945
2015-06-17,0.05106388461595435
2015-06-18,0.02024289544013369
2015-06-19,0.023809501283202916
2015-06-22,0.015503861641813277
2015-06-23,-0.0038167904198678215
2015-06-24,0.003831414124593202
2015-06-25,-0.015267161679471508
2015-06-26,-0.0426356195149864
2015-06-29,-0.052631624670087085
2015-06-30,0.02564110401662978
2015-07-01,0.00833332505491069
2015-07-02,0.045454500672694964
2015-07-06,-0.023715392671163626
2015-07-07,-0.15384619839649516
2015-07-08,-0.03827747702939566
2015-07-09,-0.014925358971198954
2015-07-10,-0.010101000370632551
2015-07-13,0.0
2015-07-14,0.04591832266207474
2015-07-15,-0.043902398176946855
2015-07-16,-0.0459183834831397
2015-07-17,-0.04278077150339554
2015-07-20,0.005586586970037999
2015-07-21,0.0
2015-07-22,-0.005555550404536702
2015-07-23,-0.01675976091011433
2015-07-24,-0.0511363828785657
2015-07-27,-0.029940091976750627
2015-07-28,0.09259257760285577
2015-07-29,0.10734466625304862
2015-07-30,-0.015306168375089801
2015-07-31,0.0
2015-08-03,0.1398964287428306
2015-08-04,-0.03181815078435912
2015-08-05,0.01408449285348734
2015-08-06,-0.023148235531497363
2015-08-07,-0.009478664417471583
2015-08-10,-0.07655501109673124
2015-08-11,-0.015544027049267939
2015-08-12,0.0
2015-08-13,-0.05789474509759629
2015-08-14,0.0279330014475605
2015-08-17,-0.021739174096029212
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,-0.055555504045367354
2015-08-21,0.04705877733065722
2015-08-24,-0.016853916782002765
2015-08-25,-0.051428590502057725
2015-08-26,0.036144616382703276
2015-08-27,0.03488368708227374
2015-08-28,0.03932587279618516
2015-08-31,-0.021621665160441172
2015-09-01,-0.055248567841942986
2015-09-02,0.035087685053246886
2015-09-03,0.011299424374030087
2015-09-04,0.016759827507484282
2015-09-08,0.03296700057711699
2015-09-09,-0.01595743163077734
2015-09-10,-0.005405400180747089
2015-09-11,0.09239127934824132
2015-09-14,-0.09452733279236436
2015-09-15,0.021978000384744734
2015-09-16,0.016129016752173708
2015-09-17,0.0
2015-09-18,-0.010582000570312333
2015-09-21,-0.03208559456461735
2015-09-22,-0.04419885427355441
2015-09-23,-0.017341023733535632
2015-09-24,0.01176469433266436
2015-09-25,-0.005813947847045586
2015-09-28,-0.029239807257405603
2015-09-29,0.006024090761646228
2015-09-30,0.029940163359560623
2015-10-01,0.011627895694091173
2015-10-02,0.05172415683064435
2015-10-05,-0.01639349174618998
2015-10-06,0.016666717440995127
2015-10-07,0.01639342660450316
2015-10-08,0.03763437242173873
2015-10-09,0.015544088815740986
2015-10-12,-0.0459183834831397
2015-10-13,0.026737942346945376
2015-10-14,0.015625047536257375
2015-10-15,0.010256400224333495
2015-10-16,-0.015228411651818319
2015-10-19,0.03608243875162076
2015-10-20,0.004975119657066207
2015-10-21,0.03960392300071258
2015-10-22,0.01904771528006588
2015-10-23,0.0327102475754002
2015-10-26,-0.027149294906731902
2015-10-27,0.0
2015-10-28,0.013953474446076086
2015-10-29,-0.022935757240897803
2015-10-30,-0.004694942884761688
2015-11-02,0.033018950679290615
2015-11-03,0.04109585014510864
2015-11-04,-0.03508768627628134
2015-11-05,0.0
2015-11-06,-0.022727250560256596
2015-11-09,-0.018604743487125486
2015-11-10,-0.042653989878622345
2015-11-11,0.02475245187544539
2015-11-12,-0.03381639396149072
2015-11-13,-0.004999995231628418
2015-11-16,0.0
2015-11-17,-0.005025120811725348
2015-11-18,0.07070700259442764
2015-11-19,0.009434066238082961
2015-11-20,0.037383140086171496
2015-11-23,0.0
2015-11-24,0.054054001807470664
2015-11-25,0.01709410330718164
2015-11-27,-0.021008482491862712
2015-11-30,0.012875524623216839
2015-12-01,-0.008474568565903118
2015-12-02,-0.029914502483068484
2015-12-03,-0.017621128717675627
2015-12-04,0.02242150308907087
2015-12-07,0.03508768627628123
2015-12-08,0.012711953873680848
2015-12-09,-0.016736484734677592
2015-12-10,0.042553254089081616
2015-12-11,-0.03673475544336369
2015-12-14,-0.008474568565903118
2015-12-15,0.008547000709448138
2015-12-16,0.0762712181179539
2015-12-17,0.007874008357040552
2015-12-18,-0.042968709982232234
2015-12-21,0.0326530294485865
2015-12-22,0.09486166492124792
2015-12-23,0.02166062931143853
2015-12-24,0.031802174916679915
2015-12-28,0.0273972334300725
2015-12-29,0.0
2015-12-30,-0.006666660308837891
2015-12-31,-0.03691279624508337
2016-01-04,-0.034843173735210176
2016-01-05,-0.0072202097704795465
2016-01-06,-0.08727273074063391
2016-01-07,-0.09163347408261802
2016-01-08,-0.061403450983492314
2016-01-11,0.09345785021542907
2016-01-12,0.02136760366190571
2016-01-13,-0.05857744717956315
2016-01-14,-0.017777760823567745
2016-01-15,-0.08144799260190394
2016-01-19,-0.039408829967266135
2016-01-20,-0.07692312394843659
2016-01-21,0.16111109418633496
2016-01-22,-0.03349279240072123
2016-01-25,0.04950490375089078
2016-01-26,-0.023584884441207543
2016-01-27,0.028985595716481738
2016-01-28,-0.02347426668941155
2016-01-29,0.05769236941309597
2016-02-01,-0.027272700672307915
2016-02-02,-0.07009349907211726
2016-02-03,0.040200966493803225
2016-02-04,0.009661826846140142
2016-02-05,-0.052631530915419056
2016-02-08,-0.02525256113329255
2016-02-09,-0.015544027049267939
2016-02-10,-0.03157891764865317
2016-02-11,0.010869554654186597
2016-02-12,-0.016129016752173708
2016-02-16,0.0
2016-02-17,0.03825132874384085
2016-02-18,0.005263152941442195
2016-02-19,0.0
2016-02-22,0.05235603434001512
2016-02-23,-0.019900478628265272
2016-02-24,0.0253806860863639
2016-02-25,0.0049504903750889895
2016-02-26,0.01970441498363318
2016-02-29,0.03381650913955192
2016-03-01,0.01869157004308586
2016-03-02,0.06422012027451385
2016-03-03,0.06034487453992665
2016-03-04,-0.036585427313929775
2016-03-07,0.042194155223580276
2016-03-08,-0.06882594102219408
2016-03-09,-0.01739128812274282
2016-03-10,0.0
2016-03-11,0.11504424405327618
2016-03-14,0.0793650988878909
2016-03-15,-0.08455882965229367
2016-03-16,0.056224941513241866
2016-03-17,0.06463871881294758
2016-03-18,0.046428613091002324
