Date,AMZN
2015-01-05,-0.020517290123177045
2015-01-06,-0.022833334564125174
2015-01-07,0.010599740338593344
2015-01-08,0.0068360190164749035
2015-01-09,-0.011748610100441481
2015-01-12,-0.018590241168821242
2015-01-13,0.0114272047823194
2015-01-14,-0.00498748937494764
2015-01-15,-0.02155010661563239
2015-01-16,0.01320786597364454
2015-01-20,-0.004471320197683593
2015-01-21,0.0269831443733215
2015-01-22,0.043969695198313286
2015-01-23,0.006670557333399607
2015-01-26,-0.008739099022464725
2015-01-27,-0.009397415550576715
2015-01-28,-0.009258304692531638
2015-01-29,0.02589578261385017
2015-01-30,0.13711590504758542
2015-02-02,0.02803710563321249
2015-02-03,-0.0025241873816378435
2015-02-04,0.0033007545975995978
2015-02-05,0.02505830029005307
2015-02-06,0.0010431267192869687
2015-02-09,-0.009939126696499656
2015-02-10,0.00658461471310301
2015-02-11,0.005737284350710414
2015-02-12,0.005411289527123664
2015-02-13,0.012355161199459674
2015-02-17,-0.01676137056164162
2015-02-18,-0.005486974164552572
2015-02-19,0.015078868098447495
2015-02-20,0.012295503549077491
2015-02-23,-0.009174820930662464
2015-02-24,-0.004077413046397083
2015-02-25,0.01790849120006932
2015-02-26,-0.0014790774682414964
2015-02-27,-0.012058230442414719
2015-03-02,0.014467673309541018
2015-03-03,-0.0027226923140075687
2015-03-04,-0.004914047560482082
2015-03-05,0.013351839346541716
2015-03-06,-0.019957250762314804
2015-03-09,-0.004025359322132216
2015-03-10,-0.02390635046947598
2015-03-11,-0.008497717902359425
2015-03-12,0.021480981698574597
2015-03-13,-0.009779850663734324
2015-03-16,0.007474781080550219
2015-03-17,-0.0038301257588269078
2015-03-18,0.00865773780829282
2015-03-19,-0.005064739217841674
2015-03-20,0.014065954686622861
2015-03-23,-0.00893015522852103
2015-03-24,-0.002719233981241631
2015-03-25,-0.008366963084348256
2015-03-26,-0.009731508909358144
2015-03-27,0.008738237108327551
2015-03-30,0.010875428556369249
2015-03-31,-0.006647282408785982
2015-04-01,-0.004944856555692212
2015-04-02,0.005374533903473866
2015-04-06,0.012867699427462354
2015-04-07,-0.006975299267686141
2015-04-08,0.018135119400701116
2015-04-09,0.006138540562031336
2015-04-10,-0.0023205063798260595
2015-04-13,-0.0007578551960234492
2015-04-14,0.007192214809078612
2015-04-15,-0.00431046608425123
2015-04-16,0.006754436369916572
2015-04-17,-0.027147454491968093
2015-04-20,0.03714454326424965
2015-04-21,0.004287433338775237
2015-04-22,-0.0035278001987215646
2015-04-23,0.0004874552925402398
2015-04-24,0.1413112565602248
2015-04-27,-0.014693312812301018
2015-04-28,-0.02109173792187191
2015-04-29,0.00013977123367614475
2015-04-30,-0.017677035330704638
2015-05-01,0.0025842226123322654
2015-05-04,0.0004020646112508075
2015-05-05,-0.004373141299976346
2015-05-06,-0.004962122471174668
2015-05-07,0.018563585797238602
2015-05-08,0.015952955402946722
2015-05-11,-0.0019368589267426684
2015-05-12,-0.004227761531053864
2015-05-13,-0.00962834448674832
2015-05-14,0.012673656212196072
2015-05-15,-0.014527670894737499
2015-05-18,-0.0017840426372131013
2015-05-19,-0.008301120322916189
2015-05-20,0.005098293739187465
2015-05-21,0.01833144395456987
2015-05-22,-0.009267143800650524
2015-05-26,-0.005051086238223035
2015-05-27,0.013984473491185367
2015-05-28,-0.01124187137514443
2015-05-29,0.006235760391197553
2015-06-01,0.003937253149593589
2015-06-02,0.00016244244026974997
2015-06-03,0.012993373070833591
2015-06-04,-0.013307709211359264
2015-06-05,-0.008890835879903691
2015-06-08,-0.008080600144492966
2015-06-09,0.00467536880062136
2015-06-10,0.012433000950446749
2015-06-11,0.0051071621147611435
2015-06-12,-0.007044374874504933
2015-06-15,-0.014537588192468642
2015-06-16,0.008473603388360784
2015-06-17,0.0012871901942481667
2015-06-18,0.02706811420855093
2015-06-19,-0.010173162897968435
2015-06-22,0.0031500284137579992
2015-06-23,0.022232858191701288
2015-06-24,-0.011547330678381318
2015-06-25,-0.0016786433370519216
2015-06-26,-0.004544352553277231
2015-06-29,-0.018808520575811172
2015-06-30,0.009840420953164841
2015-07-01,0.007602064395435759
2015-07-02,0.0007316467345479527
2015-07-06,-0.0038153073323394793
2015-07-07,0.0015595081486619033
2015-07-08,-0.016074364583272382
2015-07-09,0.0109145436816116
2015-07-10,0.020995017858972842
2015-07-13,0.027192113362501047
2015-07-14,0.021950523902293684
2015-07-15,-0.00940781692992454
2015-07-16,0.030985079263800452
2015-07-17,0.01583659347889599
2015-07-20,0.01053813998417441
2015-07-21,-0.0002049198104703276
2015-07-22,0.0005532874522176101
2015-07-23,-0.01247263120517228
2015-07-24,0.09797177370770194
2015-07-27,0.003758783055256787
2015-07-28,-0.010123976048688199
2015-07-29,0.005646082569271016
2015-07-30,0.014669133071491647
2015-07-31,-0.0011363926292679016
2015-08-03,-0.0020890296168917244
2015-08-04,-0.0058501342912083976
2015-08-05,0.00960709908079349
2015-08-06,-0.014059348338240185
2015-08-07,-0.01291878742396324
2015-08-10,0.002640551175642436
2015-08-11,0.006602993255993894
2015-08-12,-0.0029385884057528955
2015-08-13,0.00713049766745022
2015-08-14,0.0035117023254125357
2015-08-17,0.006961147819661395
2015-08-18,-0.0003736866709606046
2015-08-19,-0.0039250698812168805
2015-08-20,-0.03216243916147665
2015-08-21,-0.041316075756406945
2015-08-24,-0.06289556260132323
2015-08-25,0.006474291072001703
2015-08-26,0.07376114566062553
2015-08-27,0.03514591824647484
2015-08-28,-0.0006945446600384875
2015-08-31,-0.009883925713222386
2015-09-01,-0.03187822124693118
2015-09-02,0.028215269575580182
2015-09-03,-0.011419061396937602
2015-09-04,-0.011332988484862638
2015-09-08,0.03715430931582686
2015-09-09,-0.0012559887037673079
2015-09-10,0.010350361894030602
2015-09-11,0.013786788338058908
2015-09-14,-0.01522362783587694
2015-09-15,0.001898788264036888
2015-09-16,0.009610025576882064
2015-09-17,0.02176762280390343
2015-09-18,0.002579470675457829
2015-09-21,0.015048304717102612
2015-09-22,-0.0182169721645149
