Date,META
2015-01-05,-0.01606112358144207
2015-01-06,-0.013473433267284451
2015-01-07,0.0
2015-01-08,0.026657974932789763
2015-01-09,-0.005627938659040321
2015-01-12,-0.013120757943947181
2015-01-13,-0.0035191561784413405
2015-01-14,-0.0022238094311113343
2015-01-15,-0.02923422254671837
2015-01-16,0.015259828988640312
2015-01-20,0.014099467889930661
2015-01-21,0.006558194543470952
2015-01-22,0.011858349967371673
2015-01-23,0.002318070856067944
2015-01-26,-0.004239935168427467
2015-01-27,-0.022193666478036445
2015-01-28,0.006070187991183307
2015-01-29,0.02308498968546857
2015-01-30,-0.026794693933830938
2015-02-02,-0.012119886128793333
2015-02-03,0.005467467051930797
2015-02-04,0.0030503903486309714
2015-02-05,-0.00026433001368919573
2015-02-06,-0.015077389222426851
2015-02-09,-0.00040277409369393613
2015-02-10,0.010075161548120715
2015-02-11,0.017555418887577945
2015-02-12,-0.003659560507828563
2015-02-13,-0.006428030382698013
2015-02-17,-0.001848433141464323
2015-02-18,0.014682631933083057
2015-02-19,0.035327951691225046
2015-02-20,0.006043789291971358
2015-02-23,-0.013266557297753834
2015-02-24,-0.004946807708418599
2015-02-25,0.014149031510796162
2015-02-26,0.010683923445621968
2015-02-27,-0.01790823216381998
2015-03-02,0.009877134692554135
2015-03-03,-0.001880923154852776
2015-03-04,0.01633176422855498
2015-03-05,0.0038318317976611116
2015-03-06,-0.01477638981776408
2015-03-09,-0.007124165604251553
2015-03-10,-0.023791688881004802
2015-03-11,0.0002580824366147372
2015-03-12,0.01753241911267467
2015-03-13,-0.01114911693636722
2015-03-16,0.0002562325345143446
2015-03-17,0.016523600026294716
2015-03-18,0.019531336468918248
2015-03-19,0.022741354484277387
2015-03-20,0.012688756775498078
2015-03-23,0.007517916671548885
2015-03-24,0.010422741935351976
2015-03-25,-0.028015486736406636
2015-03-26,0.0010856503665539474
2015-03-27,0.003493417013186617
2015-03-30,-0.0012004170655010027
2015-03-31,-0.011778871443045902
2015-04-01,-0.006689344529886898
2015-04-02,-0.0013470477149455373
2015-04-06,0.010789788922097143
2015-04-07,-0.0014558065698796474
2015-04-08,-0.00048588315600395227
2015-04-09,-0.0013368748380651052
2015-04-10,-0.0015820495168615833
2015-04-13,0.011823674203392587
2015-04-14,0.006143652797117927
2015-04-15,-0.009698179657887218
2015-04-16,-0.004836291029266304
2015-04-17,-0.018588266258278918
2015-04-20,0.028596252350139517
2015-04-21,0.006378521017369021
2015-04-22,0.012078504361154652
2015-04-23,-0.026231814432429057
2015-04-24,-0.010678220054012422
2015-04-27,0.0046608038487032655
2015-04-28,-0.015016581550227448
2015-04-29,-0.0026028815681755635
2015-04-30,-0.021125730053389913
2015-05-01,0.002792697071836381
2015-05-04,-0.002278552952805324
2015-05-05,-0.01586102160292424
2015-05-06,0.006962381695740039
2015-05-07,0.004225375630962702
2015-05-08,0.0010201598452566074
2015-05-11,-0.006368670584595892
2015-05-12,-0.007050351067086402
2015-05-13,0.012651618830628708
2015-05-14,0.03735333282739339
2015-05-15,-0.011675063685893772
2015-05-18,0.00571986029587257
2015-05-19,-0.00309088430989235
2015-05-20,-0.0009921343761717383
2015-05-21,-0.000869122577616066
2015-05-22,0.0007455830021563248
2015-05-26,-0.015023610476523341
2015-05-27,0.015378859473781148
2015-05-28,-0.004965693657624226
2015-05-29,-0.011977866989072883
2015-06-01,0.013890785954955964
2015-06-02,0.00186817718341592
2015-06-03,0.024863376122518765
2015-06-04,-0.004730789773900956
2015-06-05,0.001096881199875055
2015-06-08,-0.017896314288510684
2015-06-09,0.0
2015-06-10,0.018470244117305468
2015-06-11,-0.004016295618778476
2015-06-12,-0.0036662250284824616
2015-06-15,-0.010057682563832548
2015-06-16,0.004336522923169106
2015-06-17,0.009005721449981685
2015-06-18,0.013693540956348338
2015-06-19,-0.004824439781800138
2015-06-22,0.027026858669483067
2015-06-23,0.03705447520237071
2015-06-24,0.011151596328100144
2015-06-25,-0.009903130389936288
2015-06-26,0.00034101225621241404
2015-06-29,-0.025110725829570968
2015-06-30,-0.00034976604925029964
2015-07-01,0.01329146716750551
2015-07-02,0.0043723737931198325
2015-07-06,0.0029784202288964945
2015-07-07,-0.0037692081359589347
2015-07-08,-0.018000523319605333
2015-07-09,0.002685340630380617
2015-07-10,0.02410333999520864
2015-07-13,0.024445864432644848
2015-07-14,-0.004661582526851671
2015-07-15,0.0008920993478238604
2015-07-16,0.012143496474737558
2015-07-17,0.04534954217372067
2015-07-20,0.030957211519782257
2015-07-21,0.004902359831644665
2015-07-22,-0.0137209257176798
2015-07-23,-0.016488128021335258
2015-07-24,0.015821472058651365
2015-07-27,-0.02867449337305239
2015-07-28,0.011893410602486831
2015-07-29,0.017840224027216856
2015-07-30,-0.018352392027689568
2015-07-31,-0.012603700054692246
2015-08-03,0.0013827996887436633
2015-08-04,-0.0008498349956004292
2015-08-05,0.025303137130327613
2015-08-06,-0.013687341388728402
2015-08-07,-0.008620639597714197
2015-08-10,-0.0015907063829676549
2015-08-11,-0.005629222548373725
2015-08-12,0.006088408646010679
2015-08-13,-0.008068860925763977
2015-08-14,0.010596144702284871
2015-08-17,-0.005189671289944853
2015-08-18,0.013201362449403398
2015-08-19,0.0014710551560241925
2015-08-20,-0.049837371263484975
2015-08-21,-0.04969082895924104
2015-08-24,-0.04613063588658384
2015-08-25,0.011085513279001313
2015-08-26,0.05048190698766741
2015-08-27,0.02913183340850023
2015-08-28,0.01426495057972943
2015-08-31,-0.01736082868044464
2015-09-01,-0.02460015653023051
2015-09-02,0.030494164643689148
