Date,AMGN
2015-01-05,-0.011883745296501491
2015-01-06,-0.0322172167350544
2015-01-07,0.034925060559339194
2015-01-08,-0.0036021685263198933
2015-01-09,-0.012304018719412113
2015-01-12,0.0031463768594168773
2015-01-13,-0.0069133304538798734
2015-01-14,0.00012870155824673546
2015-01-15,-0.02088141840526636
2015-01-16,0.042851291846009554
2015-01-20,-0.005238439565189101
2015-01-21,-0.0013964339732848163
2015-01-22,0.013915678880105142
2015-01-23,0.0015038054911824528
2015-01-26,-0.0005002790663558576
2015-01-27,-0.005258854100181343
2015-01-28,-0.02674818613574581
2015-01-29,0.011187196010443934
2015-01-30,-0.026283847204801036
2015-02-02,0.001576410004581863
2015-02-03,-0.0017709659826753432
2015-02-04,-0.005123581223779872
2015-02-05,0.012611618853213047
2015-02-06,-0.012780674409173853
2015-02-09,-0.009181021177749993
2015-02-10,0.022450226742660728
2015-02-11,0.0035395589033611063
2015-02-12,0.00045714137078456396
2015-02-13,0.0019582629462528978
2015-02-17,0.004952164344871557
2015-02-18,0.009984226745163305
2015-02-19,0.0017333112293214104
2015-02-20,0.010317148454144442
2015-02-23,0.004820542334613043
2015-02-24,-0.006628381761149327
2015-02-25,0.004511979188646098
2015-02-26,0.005629769920498351
2015-02-27,-0.007862658361479702
2015-03-02,0.012109734795018312
2015-03-03,-0.006703077429176751
2015-03-04,0.00397324704919555
2015-03-05,0.002575610563813946
2015-03-06,-0.02957401007879079
2015-03-09,0.0008396157053269793
2015-03-10,-0.009225243622992485
2015-03-11,-0.005729963873437938
2015-03-12,0.010150730029259147
2015-03-13,6.441449717464742e-05
2015-03-16,0.0568526455585705
2015-03-17,0.00024504095841981766
2015-03-18,0.021279665305192985
2015-03-19,0.015431352318826086
2015-03-20,0.005854124034909258
2015-03-23,-0.02092845074624472
2015-03-24,-0.003182738757795067
2015-03-25,-0.032467795847250236
2015-03-26,-0.00043557541774918995
2015-03-27,0.012706111006332454
2015-03-30,0.010578470260966588
2015-03-31,-0.02714340303891416
2015-04-01,-0.017203728546870023
2015-04-02,-0.007765920038072971
2015-04-06,-0.003849544008701411
2015-04-07,0.012880673754048111
2015-04-08,0.019392187052140075
2015-04-09,0.007234819733859421
2015-04-10,0.011703662309292762
2015-04-13,-0.005447894655566055
2015-04-14,0.0004927215239649563
2015-04-15,0.01783840543423909
2015-04-16,0.008460885123863893
2015-04-17,-0.019716226097928002
2015-04-20,0.014610484344314001
2015-04-21,0.015003079876409142
2015-04-22,0.0037989718787487803
2015-04-23,0.0004140964954093551
2015-04-24,-0.007448285302267599
2015-04-27,-0.03293422141877922
2015-04-28,0.000677065831456547
2015-04-29,-0.00929241209484788
2015-04-30,-0.019070937695669365
2015-05-01,0.015515354540658555
2015-05-04,0.010912929554342421
2015-05-05,-0.01647058510666588
2015-05-06,-0.003073396955354135
2015-05-07,-0.006605831070634172
2015-05-08,0.028119321345675186
2015-05-11,-0.00794602472092365
2015-05-12,-0.01260484278044327
2015-05-13,0.0009477557623782662
2015-05-14,0.022666046992368738
2015-05-15,0.00234573704855201
2015-05-18,0.00665158716902714
2015-05-19,0.0007347442147096483
2015-05-20,0.002567499752080149
2015-05-21,-0.0008537868658466952
2015-05-22,-0.0015867809853852277
2015-05-26,-0.027937525343114666
2015-05-27,0.008993258059454057
2015-05-28,-0.019259503158244318
2015-05-29,-0.006927311941756997
2015-06-01,0.004927595364184079
2015-06-02,-0.003757076431115003
2015-06-03,0.004410635276032915
2015-06-04,0.00610957756302688
2015-06-05,-0.005313579153185755
2015-06-08,-0.004959968395879755
2015-06-09,-0.01067301603880122
2015-06-10,0.004844678194507512
2015-06-11,0.015493771333853879
2015-06-12,-0.011648707162726035
2015-06-15,-0.00012777373855166196
2015-06-16,0.0008325656986858387
2015-06-17,-0.00371276658480002
2015-06-18,0.02871844414653557
2015-06-19,0.003747022284640078
2015-06-22,0.009333094717393964
2015-06-23,-0.0032668335049527153
2015-06-24,-0.011132608750308415
2015-06-25,-0.007067298303537917
2015-06-26,-0.00466097932871401
2015-06-29,-0.040627882638404
2015-06-30,0.012664879208451829
2015-07-01,0.00957546968017442
2015-07-02,-0.011162035989633168
2015-07-06,0.008090729197295587
2015-07-07,0.005760193486439524
2015-07-08,-0.019820936311365278
2015-07-09,-0.006565263852857606
2015-07-10,0.018438677419169824
2015-07-13,0.010772142280300434
2015-07-14,0.02285570544088289
2015-07-15,0.00709296835952844
2015-07-16,0.016141629502161248
2015-07-17,0.0014113231367407497
2015-07-20,0.006553140866973228
2015-07-21,-0.0038943156155791803
2015-07-22,0.003359779002201746
2015-07-23,-0.0009130146185567511
2015-07-24,-0.03357756998083916
2015-07-27,0.04382387418896716
2015-07-28,0.04349411544540782
2015-07-29,-0.007352293359473294
2015-07-30,0.001282966178728806
2015-07-31,0.028539969604736593
2015-08-03,-0.005662466600019012
2015-08-04,-0.004499554826079666
2015-08-05,0.009382434475526669
2015-08-06,-0.038426559763810264
2015-08-07,0.01561907376436289
2015-08-10,-0.00992359172253543
2015-08-11,-0.011957678166548802
2015-08-12,0.012221162669266317
2015-08-13,-0.007360613489219903
2015-08-14,-0.005101470042357503
2015-08-17,0.01234213326681588
2015-08-18,-0.012191662147843174
2015-08-19,-0.00685686193864854
2015-08-20,-0.0325386290398777
2015-08-21,-0.036984339222753904
2015-08-24,-0.04864975526476378
2015-08-25,-0.016594312443675374
2015-08-26,0.06054094910090524
2015-08-27,0.011300034861978281
2015-08-28,0.0010921495289026861
2015-08-31,-0.02636501494262944
2015-09-01,-0.028461826336024454
2015-09-02,0.032754163104178335
2015-09-03,-0.020093179801447536
2015-09-04,-0.014809072373293986
2015-09-08,0.051285051422595096
2015-09-09,-0.022515197677853593
2015-09-10,0.013634809760299405
2015-09-11,0.00045735140095981563
2015-09-14,-0.014424569027728151
2015-09-15,0.007549522024522526
2015-09-16,-0.006309950797419361
2015-09-17,0.018057726028064325
