Date,AXP
2015-01-05,-0.026445798524217357
2015-01-06,-0.021311748256645946
2015-01-07,0.0218400543551458
2015-01-08,0.014174742479719171
2015-01-09,-0.012666639833921467
2015-01-12,-0.010174376057323964
2015-01-13,-0.0030166906413420236
2015-01-14,-0.024207345120402124
2015-01-15,-0.013667325817618314
2015-01-16,0.001862854138272807
2015-01-20,0.014179864532489983
2015-01-21,0.004698400626114152
2015-01-22,-0.037641002552437186
2015-01-23,-0.00284492265945524
2015-01-26,-0.009865282996079805
2015-01-27,-0.010804323904735957
2015-01-28,-0.008130766604819928
2015-01-29,0.003303375426547017
2015-01-30,-0.015976045571817865
2015-02-02,0.017846263108436178
2015-02-03,0.019482025788078117
2015-02-04,-0.0014337574565252975
2015-02-05,0.01339539055875516
2015-02-06,0.0033050794067104317
2015-02-09,-0.0003528334500737529
2015-02-10,0.010119452813739827
2015-02-11,0.001980644482386218
2015-02-12,-0.06429471544526544
2015-02-13,-0.029821442603208625
2015-02-17,0.0128074077023268
2015-02-18,0.008851973810566127
2015-02-19,-0.01729722315709059
2015-02-20,0.01823939435925448
2015-02-23,0.005887595294997272
2015-02-24,0.006973832063699614
2015-02-25,0.016200735381507902
2015-02-26,0.013143400384917348
2015-02-27,-0.01993976482698201
2015-03-02,0.005392859922697779
2015-03-03,-0.001462930187122069
2015-03-04,-0.01562708907974275
2015-03-05,0.006449584592290725
2015-03-06,-0.010351230854535265
2015-03-09,0.0024901779753954134
2015-03-10,-0.017389491242702282
2015-03-11,0.004298057644405828
2015-03-12,0.026557456733834917
2015-03-13,-0.011770560910760564
2015-03-16,0.011166479513629923
2015-03-17,-0.0053989248576243876
2015-03-18,0.009869541649733193
2015-03-19,-0.003908887103189818
2015-03-20,0.014225402618271321
2015-03-23,-0.006045428188563573
2015-03-24,-0.0100974487164055
2015-03-25,-0.015484651955816164
2015-03-26,-0.02034690532835537
2015-03-27,-0.006498610383177117
2015-03-30,0.0010260332440694686
2015-03-31,0.004242174230936646
2015-04-01,0.010368562156923833
2015-04-02,0.009755779698041422
2015-04-06,-0.0008785727979200297
2015-04-07,-0.016325585904149342
2015-04-08,0.00459615974460692
2015-04-09,0.005972566759247844
2015-04-10,0.005431752289193126
2015-04-13,-0.00402021798713037
2015-04-14,0.002775649463446994
2015-04-15,0.003270332164896139
2015-04-16,0.014545867067633944
2015-04-17,-0.044370500236107
2015-04-20,-0.0011641351573740133
2015-04-21,0.0006473936388302626
2015-04-22,0.015010662827277477
2015-04-23,-0.003697140539416832
2015-04-24,-0.0020474296856575203
2015-04-27,-0.006411188473367968
2015-04-28,0.0
2015-04-29,-0.004258484296260856
2015-04-30,0.003758357754034991
2015-05-01,0.002969688421598393
2015-05-04,0.007724174272323081
2015-05-05,-0.005620713192657334
2015-05-06,0.0001286232141588517
2015-05-07,0.007449862728581058
2015-05-08,0.007012708679184909
2015-05-11,0.009116328657686523
2015-05-12,-0.007779645500874288
2015-05-13,0.00986321132996526
2015-05-14,0.011144616976743738
2015-05-15,-0.00656369407723989
2015-05-18,-0.0006227121425667059
2015-05-19,0.014843542013546651
2015-05-20,-0.0049167875943189054
2015-05-21,-0.0024700488805069476
2015-05-22,0.006067207440377365
2015-05-26,-0.013046165592887293
2015-05-27,-0.0009973961722727909
2015-05-28,-0.00025006762765711343
2015-05-29,-0.0046197264174936414
2015-06-01,-0.003136308028888646
2015-06-02,0.0065433185600622945
2015-06-03,0.007626281126915879
2015-06-04,-0.015384571452232154
2015-06-05,0.00037792144543580264
2015-06-08,-0.0073053564511283975
2015-06-09,0.004567716438320213
2015-06-10,0.012883744068087122
2015-06-11,0.0013718475077846293
2015-06-12,-0.009589335877995597
2015-06-15,-0.0035204694909154455
2015-06-16,0.0013878958281694498
2015-06-17,0.01209694421286045
2015-06-18,0.005602388465551611
2015-06-19,-0.007180759099111644
2015-06-22,0.013218617870535354
2015-06-23,0.0013540591103238242
2015-06-24,-0.007620808601511264
2015-06-25,-0.010651356757517716
2015-06-26,0.0
2015-06-29,-0.02603881302828326
2015-06-30,0.0027091899112543505
2015-07-01,0.008749814891831686
2015-07-02,-0.0024242023361885634
2015-07-06,-0.007927178840889448
2015-07-07,-0.000515249826260944
2015-07-08,-0.02089014608090556
2015-07-09,0.005399763585389961
2015-07-10,0.012706303417075349
2015-07-13,0.015780878800582876
2015-07-14,0.005603049057759879
2015-07-15,-0.005445519675234434
2015-07-16,0.004838530373178385
2015-07-17,0.0038012046516509024
2015-07-20,0.001009630510190096
2015-07-21,-0.004413248286198934
2015-07-22,0.0005065974402473916
2015-07-23,-0.025066388162407804
2015-07-24,-0.014414026895143595
2015-07-27,-0.012911848398725168
2015-07-28,0.0025361012434594876
2015-07-29,0.007855481958317645
2015-07-30,0.005548051383989616
2015-07-31,-0.0007880899015698661
2015-08-03,-0.001051924510502067
2015-08-04,-0.0034217743430416947
2015-08-05,-0.0017167033053556713
2015-08-06,-0.007805361932109123
2015-08-07,0.06293306070881433
2015-08-10,0.01931788777021648
2015-08-11,0.0009841753759711747
2015-08-12,-0.004179825527251602
2015-08-13,-0.002962983771367833
2015-08-14,0.001857572967890464
2015-08-17,0.001112150266183498
2015-08-18,0.002962657127803636
2015-08-19,-0.003569221322878624
2015-08-20,-0.02705341904669034
2015-08-21,-0.021965902533845005
2015-08-24,-0.03089701171650039
2015-08-25,-0.015137427492681654
2015-08-26,0.028699561790218375
2015-08-27,0.016527791301549133
2015-08-28,-0.002991567903704473
2015-08-31,0.0009135793093846267
2015-09-01,-0.035453263179917816
2015-09-02,0.012702039574901569
2015-09-03,0.004270230696021171
2015-09-04,-0.0156789419186818
2015-09-08,0.01903356410380952
2015-09-09,-0.00490153470433774
2015-09-10,0.0025293483182897702
2015-09-11,0.00252320107158166
2015-09-14,-0.004768302214573805
2015-09-15,0.0180993180771698
2015-09-16,0.01071882756943876
2015-09-17,-0.003362587157221153
2015-09-18,-0.014404676627244206
2015-09-21,0.010401758441435094
2015-09-22,-0.013421911729450842
2015-09-23,-0.0010566711701290865
2015-09-24,-0.012428407421897547
2015-09-25,0.005489053066907834
2015-09-28,-0.02343534763489241
2015-09-29,-0.0032724523081533174
2015-09-30,0.014090128223581244
2015-10-01,-0.003237638001293508
2015-10-02,0.007037538451989844
2015-10-05,0.038838919136234384
2015-10-06,-0.005044957142166018
2015-10-07,0.007308463869465376
2015-10-08,0.0
2015-10-09,0.0019435793917972344
2015-10-12,-0.0002587094002634016
2015-10-13,-0.009183889632398912
2015-10-14,-0.005613827659402215
2015-10-15,0.007483605174135821
2015-10-16,0.006124868033572373
2015-10-19,-0.002720157947591617
2015-10-20,-0.000649260180005995
2015-10-21,-0.005717886613022749
2015-10-22,-0.052411601077760994
2015-10-23,0.028827810195536596
2015-10-26,-0.005362607363166405
2015-10-27,-0.002425864231896724
2015-10-28,0.005944310434703226
2015-10-29,-0.003089363904716147
2015-10-30,-0.012933844464298017
2015-11-02,0.009281731261004067
2015-11-03,0.0012167956779036704
2015-11-04,0.0005407210674470697
2015-11-05,-0.0018900775318486662
2015-11-06,0.00500439246587514
2015-11-09,-0.011843883244129993
2015-11-10,-0.0006807988981804014
2015-11-11,-0.006269496938569041
2015-11-12,-0.012755299554469857
2015-11-13,-0.01083666118683646
2015-11-16,0.006461008066819929
2015-11-17,-0.007675286814801341
2015-11-18,0.014625474164469132
2015-11-19,0.008177117915735499
2015-11-20,-0.004399522573258374
2015-11-23,-0.0024853373528048728
2015-11-24,-0.008443811053376882
2015-11-25,0.0008377662575718148
2015-11-27,0.002230968169224967
2015-11-30,-0.0029221053367859406
2015-12-01,0.007816691408801812
2015-12-02,-0.013850432704330617
2015-12-03,-0.010954887335878793
2015-12-04,0.009656185955332797
2015-12-07,-0.006891544840578523
2015-12-08,-0.009913595889972093
2015-12-09,-0.0007154196852329209
2015-12-10,0.0035782759417144483
2015-12-11,-0.017828715552744456
2015-12-14,-0.0004356058394915374
2015-12-15,0.01917788179942259
2015-12-16,0.007982279969715123
2015-12-17,-0.016121935651175368
2015-12-18,-0.02443557342612923
2015-12-21,0.007809186757671949
2015-12-22,0.006578349474936296
2015-12-23,0.016267154316749632
2015-12-24,0.0027158254342551924
2015-12-28,-0.005701273624441616
2015-12-29,0.011324789325466877
2015-12-30,-0.005528218886084457
2015-12-31,-0.00869439061998889
2016-01-04,-0.028181152260322806
2016-01-05,-0.01538695623038877
2016-01-06,-0.027769359486446876
2016-01-07,-0.009003262852744665
2016-01-08,-0.0032896183743965635
2016-01-11,0.0066007451400917905
2016-01-12,0.00546442564597216
2016-01-13,-0.02406843034237993
2016-01-14,0.007000982443852832
2016-01-15,-0.006003993954886155
2016-01-19,-0.004292153141165156
2016-01-20,0.00622612945218437
2016-01-21,-0.0061876046247913985
2016-01-22,-0.12100879133724085
2016-01-25,-0.0007263911554409308
2016-01-26,0.0012721085704359147
2016-01-27,-0.010346946360244247
2016-01-28,-0.030080155343095827
2016-01-29,0.011724377459345403
2016-02-01,0.022429528633173712
2016-02-02,-0.019012313180896023
2016-02-03,0.008385676735613856
2016-02-04,0.00499043816624245
2016-02-05,-0.007355948521631683
2016-02-08,-0.02926991720510086
2016-02-09,0.0043891082803080295
2016-02-10,-0.006460233503857604
2016-02-11,-0.022566536829322192
2016-02-12,0.030326458069608986
2016-02-16,0.009874957078946256
2016-02-17,0.008085908417826193
2016-02-18,0.010072573899700066
2016-02-19,0.010341831980972938
2016-02-22,0.016815876319600243
2016-02-23,-0.009347430089657882
2016-02-24,-0.008528384428505786
2016-02-25,0.013726366819067914
2016-02-26,-0.00018067378053887584
2016-02-29,0.0036112853060714656
