Date,GOOGL
2015-01-05,-0.019054025272266406
2015-01-06,-0.024679393721302345
2015-01-07,-0.0029408986624614997
2015-01-08,0.003484015093220494
2015-01-09,-0.012211333955428727
2015-01-12,-0.007309266428471073
2015-01-13,0.009535955781651007
2015-01-14,0.008230291225159947
2015-01-15,-0.0037949468065739955
2015-01-16,0.012797450925884357
2015-01-20,-0.001018822581805634
2015-01-21,0.020492731943079434
2015-01-22,0.03249479771446029
2015-01-23,0.008654364522376445
2015-01-26,-0.009650197511747116
2015-01-27,-0.02893510871937166
2015-01-28,-0.016807606261346586
2015-01-29,0.0015611515166220613
2015-01-30,0.047386122578382706
2015-02-02,-0.009952566270901353
2015-02-03,0.002066896969252996
2015-02-04,-0.013500809826955784
2015-02-05,0.007089848858917724
2015-02-06,0.00764407801787792
2015-02-09,-0.008616285713731187
2015-02-10,0.02055620190251739
2015-02-11,-0.003998918976830357
2015-02-12,0.014888652880353792
2015-02-13,0.009432038737714032
2015-02-17,-0.011158323025019734
2015-02-18,-0.004330184279101146
2015-02-19,0.0070027528848291
2015-02-20,-0.008509591760530788
2015-02-23,-0.01255067097719842
2015-02-24,0.006822491346626602
2015-02-25,0.01611425251036458
2015-02-26,0.021851595570476334
2015-02-27,0.005971848450879946
2015-03-02,0.022021500324566734
2015-03-03,0.006556286263826427
2015-03-04,-0.0007947790567928159
2015-03-05,0.0053603165772539985
2015-03-06,-0.014670740948452665
2015-03-09,0.0020945565443521996
2015-03-10,-0.02482144678671061
2015-03-11,-0.007430508591686258
2015-03-12,0.009861647982695398
2015-03-13,-0.01455887819738666
2015-03-16,0.01562385822595358
2015-03-17,-0.007175399341440847
2015-03-18,0.015333232991075363
2015-03-19,-0.004398001364462223
2015-03-20,0.0022708053502336067
2015-03-23,0.0007434686668204016
2015-03-24,0.02152577162840208
2015-03-25,-0.018249910562454508
2015-03-26,-0.00592590677439675
2015-03-27,-0.01080477217239073
2015-03-30,0.006438908354185813
2015-03-31,-0.011476684784712421
2015-04-01,-0.00939240879566483
2015-04-02,-0.014886570875228156
2015-04-06,0.004877097414551335
2015-04-07,0.0016729556243106902
2015-04-08,0.007304535531272416
2015-04-09,-0.0014940142240055243
2015-04-10,0.0009488549001983593
2015-04-13,0.0001823152653495086
2015-04-14,-0.016148957015924226
2015-04-15,0.002334196641990305
2015-04-16,0.004583825850791756
2015-04-17,-0.01983370883937219
2015-04-20,0.022130925473428098
2015-04-21,-0.0029567785990542994
2015-04-22,0.011530326897932541
2015-04-23,0.015076867152800544
2015-04-24,0.029060484396708386
2015-04-27,-0.013143592123384118
2015-04-28,-0.0030913046236910047
2015-04-29,-0.005280210596446233
2015-04-30,-0.022480020190353667
2015-05-01,0.004355341182844974
2015-05-04,0.003048141530465287
2015-05-05,-0.01772667613126
2015-05-06,-0.014658245635062017
2015-05-07,0.013007435391885869
2015-05-08,0.012748163763729226
2015-05-11,-0.005774713403500997
2015-05-12,-0.012917310299725093
2015-05-13,0.0014108554951597352
2015-05-14,0.01799831086668413
2015-05-15,-0.004934414981805357
2015-05-18,0.00032934232234227423
2015-05-19,0.004774453022465375
2015-05-20,0.005880304236542511
2015-05-21,0.007782740335023686
2015-05-22,-0.004112775822496584
2015-05-26,-0.013218500419522883
2015-05-27,0.012902188299334094
2015-05-28,-0.00012629206160919004
2015-05-29,-0.01598758912972742
2015-06-01,0.007133490508876239
2015-06-02,0.008630473886482415
2015-06-03,0.0024190685141805
2015-06-04,-0.006483151753021832
2015-06-05,-0.003915204809347594
2015-06-08,-0.011009433914171085
2015-06-09,-0.00242874151068484
2015-06-10,0.019256323282160315
2015-06-11,-0.004632729613177178
2015-06-12,-0.004672431634727303
2015-06-15,-0.008164775672124258
2015-06-16,0.0034439235880072694
2015-06-17,0.0031749600251129717
2015-06-18,0.017526613087578635
2015-06-19,0.002409231045650495
2015-06-22,0.0038742633754322853
2015-06-23,0.006628813851256021
2015-06-24,-0.0085553431251143
2015-06-25,-0.0011099749067073894
2015-06-26,-0.008764211994006788
2015-06-29,-0.02135389402946386
2015-06-30,-0.0022355426753255525
2015-07-01,0.006036556022883888
2015-07-02,0.0074360525964660695
2015-07-06,-0.0031424029696580646
2015-07-07,0.0080824553221297
2015-07-08,-0.015144618463953985
2015-07-09,0.005445786403265984
2015-07-10,0.02104103172402705
2015-07-13,0.02808804886227012
2015-07-14,0.021775971744256495
2015-07-15,-0.0003766102749767075
2015-07-16,0.030515808081803764
2015-07-17,0.16258429809448938
2015-07-20,-0.009690972115184104
2015-07-21,0.003622776600206379
2015-07-22,-0.00035961229423697727
2015-07-23,-0.029305032772597883
2015-07-24,-0.029582311561081487
2015-07-27,0.005345540055681441
2015-07-28,0.00211166610700686
2015-07-29,0.0026829165847852554
2015-07-30,0.004732408813840072
