Date,BKNG
2015-01-05,-0.03894713769635638
2015-01-06,-0.016053620717287775
2015-01-07,-0.009620581781469628
2015-01-08,0.012416116923490872
2015-01-09,-0.028526599638866834
2015-01-12,-0.011388327246601104
2015-01-13,-0.0020769408336338557
2015-01-14,-0.0020714962191710207
2015-01-15,-0.0361312796983525
2015-01-16,0.009987514368692274
2015-01-20,0.016593561412245217
2015-01-21,0.020079130212914853
2015-01-22,0.003969139790336751
2015-01-23,-0.011136663996489604
2015-01-26,0.003728463262661963
2015-01-27,-0.026875033222339084
2015-01-28,-0.010464960962607184
2015-01-29,0.011452696710419374
2015-01-30,-0.00518359991606443
2015-02-02,0.0035166609581260833
2015-02-03,0.024204669167303905
2015-02-04,-0.008934556291892548
2015-02-05,0.01587114581222626
2015-02-06,-0.02123303655238651
2015-02-09,0.01049486845535208
2015-02-10,0.02368465607072845
2015-02-11,0.002307390569305179
2015-02-12,0.030082937107804852
2015-02-13,0.010458422895367248
2015-02-17,0.01596926608665261
2015-02-18,0.0017841505369158295
2015-02-19,0.08464900114042151
2015-02-20,-0.001494213841354508
2015-02-23,-0.007112278664312521
2015-02-24,0.010111434094639993
2015-02-25,0.02547130105653772
2015-02-26,-0.007682565691134902
2015-02-27,-0.0030372421438983332
2015-03-02,0.009632466645089321
2015-03-03,-0.005898814538041419
2015-03-04,-0.013171961059891824
2015-03-05,0.005083013749694443
2015-03-06,-0.012915209873540223
2015-03-09,0.0008305650373596762
2015-03-10,-0.02129012263979313
2015-03-11,-0.011367635646987395
2015-03-12,0.007685404114901928
2015-03-13,-0.024296254748446877
2015-03-16,0.0005787067931848355
2015-03-17,-0.004204082111762375
2015-03-18,0.024376608289156998
2015-03-19,-0.004544309053186257
2015-03-20,0.002422925567024503
2015-03-23,0.0017046124653716799
2015-03-24,-0.009702268477988385
2015-03-25,-0.014550463472240982
2015-03-26,-0.010705227204701684
2015-03-27,-0.004533828863136802
2015-03-30,0.012896695542330638
2015-03-31,0.012453930723505202
2015-04-01,-0.01249824658201626
2015-04-02,0.009429093938344346
2015-04-06,0.02117326926952856
2015-04-07,-2.5662242329138607e-05
2015-04-08,0.006135415408297762
2015-04-09,-0.005242396420393258
2015-04-10,0.0029510925181523984
2015-04-13,0.008617300468168665
2015-04-14,0.004133924267818001
2015-04-15,-0.003120950985523785
2015-04-16,0.004279871193159535
2015-04-17,-0.015388469189699605
2015-04-20,0.0032756110164293695
2015-04-21,0.002383813352239139
2015-04-22,0.015608079335100777
2015-04-23,0.006760512621587278
2015-04-24,0.009819079017300503
2015-04-27,0.016308459733411773
2015-04-28,-0.008841269860058731
2015-04-29,0.0051444787219494525
2015-04-30,-0.008570215528192482
2015-05-01,0.01827429802833036
2015-05-04,0.005577484807290034
2015-05-05,-0.003266445216941416
2015-05-06,0.0006570738773161722
2015-05-07,-0.0400744514175555
2015-05-08,-0.007194145666041929
2015-05-11,-0.015256161274259439
2015-05-12,-0.0024527075697168277
2015-05-13,-0.0048333909570161815
2015-05-14,0.010477534278466205
2015-05-15,0.007318877010457969
2015-05-18,0.01504822832818764
2015-05-19,-0.0026131827210340575
2015-05-20,-0.004515152993599725
2015-05-21,0.003682918094848331
2015-05-22,-0.003405679905030823
2015-05-26,-0.01052547916155
2015-05-27,0.001655813816932472
2015-05-28,-0.00601948188530621
2015-05-29,-0.015547381849346675
2015-06-01,-0.004590267401191062
2015-06-02,0.025165862686230556
2015-06-03,-0.0019315498744616466
2015-06-04,-0.00667657783755593
2015-06-05,-0.006392533255935251
2015-06-08,-0.011976406658304128
2015-06-09,-0.0006700995018112943
2015-06-10,0.014330191849229124
2015-06-11,0.0016867377988092347
2015-06-12,-0.006565526831913138
2015-06-15,0.001013330907656096
2015-06-16,0.000714766286884938
2015-06-17,-0.01073800928427393
2015-06-18,0.008929386253298643
2015-06-19,-0.013203143246512061
2015-06-22,-0.006966168592335009
2015-06-23,0.004833328139557169
2015-06-24,-0.0008911356862894015
2015-06-25,-0.004961544126209971
2015-06-26,-0.0072137286417760516
2015-06-29,-0.029073463354137186
2015-06-30,0.03939597686173779
2015-07-01,-0.0008859839000449066
2015-07-02,-0.006328710604601273
2015-07-06,-0.0014345512617670586
2015-07-07,0.003136395629450117
2015-07-08,-0.024515224795408685
2015-07-09,0.008174276848539552
2015-07-10,0.015203185763960292
2015-07-13,0.024668014379690684
2015-07-14,3.40865115664446e-05
2015-07-15,-0.003320736176016359
2015-07-16,0.013232968516669219
2015-07-17,0.027903829221442633
2015-07-20,0.02624187765928565
2015-07-21,-0.01018515005557763
2015-07-22,-0.0009956890835987053
2015-07-23,-0.004060157124844976
2015-07-24,-0.025663884786317537
2015-07-27,-0.009470542221990952
2015-07-28,0.0185571836846532
2015-07-29,0.00938658959812022
2015-07-30,0.0021567225116718713
2015-07-31,0.017601342534428133
2015-08-03,-0.002484546634852869
2015-08-04,0.03507507731353399
2015-08-05,0.05235241788584699
2015-08-06,0.000436666760593063
2015-08-07,-0.02548461154032744
2015-08-10,0.004858387126953856
2015-08-11,-0.01199647342174559
2015-08-12,-0.0100621610683016
2015-08-13,-0.007136693955598461
2015-08-14,-0.001299100822975463
2015-08-17,0.01772865327289108
2015-08-18,-0.011273932198970216
2015-08-19,-0.00037157254707576026
2015-08-20,-0.026181813517268337
2015-08-21,-0.03230115541512002
2015-08-24,-0.035170756875037346
2015-08-25,0.003994431232853479
2015-08-26,0.037877132255415
2015-08-27,0.023335510737735987
2015-08-28,0.005894515424919922
2015-08-31,-0.008535930227638877
2015-09-01,-0.026652946297208047
2015-09-02,0.022635220113631727
2015-09-03,-0.0020115134878524454
2015-09-04,0.003934363687408737
2015-09-08,0.028227384389778454
2015-09-09,-0.002874281489968933
2015-09-10,0.008631530677730037
2015-09-11,0.0020735149361232885
2015-09-14,-0.002774485007415728
2015-09-15,0.02484415544991947
2015-09-16,0.0012738611105200803
2015-09-17,-0.001878216350714501
2015-09-18,-0.017852667634601027
2015-09-21,0.010050482560487461
2015-09-22,-0.0141724594656919
2015-09-23,-0.010054683653272334
2015-09-24,0.00402836919009153
2015-09-25,-0.02214447378638973
2015-09-28,-0.04280161478142119
2015-09-29,0.0009840861740324502
2015-09-30,0.03044186993996645
2015-10-01,0.00826275218119954
2015-10-02,0.014914984144310806
2015-10-05,0.0072529149861866316
2015-10-06,0.00046281832213668217
2015-10-07,0.012646453779557865
2015-10-08,0.00986394059737039
2015-10-09,0.006877121378510154
2015-10-12,0.025813225218634495
2015-10-13,-0.0016257092003836293
2015-10-14,-0.025219350650019123
2015-10-15,0.012363870607139393
2015-10-16,0.006991596932932609
2015-10-19,0.029598225173812276
2015-10-20,-0.002630675917974279
2015-10-21,-0.005988920847693424
2015-10-22,-0.007197856608453845
2015-10-23,0.008874405477533154
2015-10-26,0.03646552662310465
2015-10-27,-0.009206846958000559
2015-10-28,0.0008835642859967852
2015-10-29,0.015044386974962354
2015-10-30,0.02005400291865489
2015-11-02,0.008904889133250382
2015-11-03,-0.0015607380191198228
2015-11-04,0.003181037989168134
2015-11-05,-0.004708815237254416
2015-11-06,-0.00871040737366946
2015-11-09,-0.09569611822171897
2015-11-10,0.009449704703799133
2015-11-11,0.004563405502182372
2015-11-12,-0.011710412739239118
2015-11-13,-0.012374308581956539
2015-11-16,-0.023795040421715652
2015-11-17,-0.006377955767745358
2015-11-18,0.01565790901515829
2015-11-19,0.004810319668222318
2015-11-20,-0.0024285760199721507
2015-11-23,-0.013429331543013068
2015-11-24,-0.019093065457916003
2015-11-25,0.004491065564513619
2015-11-27,-0.0006101760778230991
2015-11-30,0.003100502717134912
2015-12-01,0.026944826308270775
2015-12-02,-0.00550492707937944
2015-12-03,0.0036378636337115466
2015-12-04,0.015936548539042583
2015-12-07,0.0014918984543286218
2015-12-08,0.0011901272683507713
2015-12-09,-0.006886740124343205
2015-12-10,0.008887961455335436
2015-12-11,-0.016203558929915873
2015-12-14,0.009764082050488954
2015-12-15,0.01991709591688684
2015-12-16,0.006481835051590723
2015-12-17,-0.013938206520498597
2015-12-18,-0.021366519685255714
2015-12-21,-0.007747143124991029
2015-12-22,0.0013953789892939827
2015-12-23,0.0012212873845687255
2015-12-24,-0.00467545611695519
2015-12-28,-8.642100702416222e-05
2015-12-29,0.023127289140737695
2015-12-30,-0.01016583068250132
2015-12-31,-0.01102268745645385
2016-01-04,-0.02320094639802417
2016-01-05,-0.027846971688978317
2016-01-06,-0.011547299542925327
2016-01-07,-0.024667707843420206
2016-01-08,-0.025899733020176452
2016-01-11,-0.000597997101127512
2016-01-12,0.011124070632425154
2016-01-13,-0.04353677378815857
2016-01-14,0.0204568679126933
2016-01-15,-0.03089049186255388
2016-01-19,0.007140730808155471
2016-01-20,-0.012033013278228366
2016-01-21,0.007222527774973786
2016-01-22,0.026599077853536768
2016-01-25,-0.018048326329926034
2016-01-26,0.0123960242468788
